no;title;author;journal;number;cites;year;cid;pubid;id
1;The world medicines situation;World Health Organization;Geneva: World Health Organization;;397;2004;37152579983162306;V3AGJWp-ZtQC;7mbHrTgAAAAJ
2;WHO Expert Committee on Specifications for Pharmaceutical Preparations: thirty-eighth report;WHO Expert Committee on Specifications for Pharmaceutical Preparations;WHO technical report series;;218;2004;173067344438667561,2779284708188818963,13442177276233990746,8740567678421738286,18301400409241276940,16832536387865599488;5ugPr518TE4C;7mbHrTgAAAAJ
3;Use of and barriers to access to opioid analgesics: a worldwide, regional, and national study;S Berterame, et al;Lancet;;180;2016;13317559750655993632;dQ2og3OwTAUC;7mbHrTgAAAAJ
4;Small group intervention vs formal seminar for improving appropriate drug use;B Santoso;Social science & medicine;42 (8), 1163-1168;121;1996;3194543858778806271;W1ZWpF0a3GIC;7mbHrTgAAAAJ
5;WHO Expert Committee on Drug Dependence Thirty-third Report;WH Organization;World Health Organization;;116;2003;14405331609261499588,14125136488918161584,2201848310785730353,10806393052906012441;HE397vMXCloC;7mbHrTgAAAAJ
6;Interactional group discussion: results of a controlled trial using a behavioral intervention to reduce the use of injections in public health facilities;JE Prawitasari Hadiyono, S Suryawati, SS Danu, B SANTOSO;Social Science & Medicine;42 (8), 1177-1183;110;1996;10553458465728613908,18150022973715545095;Mojj43d5GZwC;7mbHrTgAAAAJ
7;Self medication with antibiotics in Yogyakarta City Indonesia: a cross sectional population-based survey;A Widayati, S Suryawati, C de Crespigny, JE Hiller;BMC research notes;4 (1), 491;97;2011;1494943690760926834;d1gkVwhDpl0C;7mbHrTgAAAAJ
8;Drug benefits and risks: International textbook of clinical pharmacology-revised 2nd edition;CJ van Boxtel, B Santoso, IR Edwards;Ios Press;;57;2008;282963115999825735;abG-DnoFyZgC;7mbHrTgAAAAJ
9;The Selection and Use of Essential Medicines: Report of the WHO Expert Committee, 2005 (including the 14th Model List of Essential Medicines).;World Health Organization;World Health Organization;;54;2006;14054118711238545711,13864917622673071544,13109086908151802231;q3oQSFYPqjQC;7mbHrTgAAAAJ
10;Knowledge and beliefs about antibiotics among people in Yogyakarta City Indonesia: a cross sectional population-based survey;A Widayati, S Suryawati, C de Crespigny, JE Hiller;Antimicrobial resistance and infection control;1 (1), 38;45;2012;9652442265259110217;ufrVoPGSRksC;7mbHrTgAAAAJ
11;Improving of type 2 diabetic patients’ knowledge, attitude and practice towards diabetes self-care by implementing Community-Based Interactive Approach-diabetes mellitus strategy;TS Hartayu, MI MI, S Suryawati;BMC research notes;5 (1), 315;37;2012;17029888111065981192;UeHWp8X0CEIC;7mbHrTgAAAAJ
12;The relative bioavailability of diclofenac with respect to time of administration;SB Mustofa M, Suryawati S, Dwiprahasto I;Br J Clin Pharmacol PMC;C1368452 32 (2), 246-247;33;1991;15126041785399402857;Vxkav03X4woC;7mbHrTgAAAAJ
13;Prescription for healthy development: increasing access to medicines;B Leach, P Munderi, JE Paluzzi, Projet Objectifs du millénaire;Earthscan;;32;2005;15649975401226446465;_B80troHkn4C;7mbHrTgAAAAJ
14;International drug control into the 21st century;H Ghodse;Routledge;;31;2016;8052391549165917885;esGtpfCv0y8C;7mbHrTgAAAAJ
15;Beliefs about the use of nonprescribed antibiotics among people in Yogyakarta City, Indonesia: a qualitative study based on the theory of planned behavior;A Widayati, S Suryawati, C Crespigny, JE Hiller;Asia Pacific Journal of Public Health;27 (2), NP402-NP413;20;2012;342121909114314929;WF5omc3nYNoC;7mbHrTgAAAAJ
16;Lowering of theophylline clearance by isoniazid in slow and rapid acetylators [see comments];B Santoso;British journal of clinical pharmacology;29 (5), 570-573;19;1990;15484296233608466487;W8gSVh4kTHQC;7mbHrTgAAAAJ
17;Pharmacokinetics of metronidazole in saliva;Mustofa, S Suryawati, B Santoso;International journal of clinical pharmacology, therapy, and toxicology;29 …;16;1991;4723056404626879136;qjMakFHDy7sC;7mbHrTgAAAAJ
18;Pharmacokinetics of metronidazole in saliva;SB Mustofa, Suryawati S;Int J Clin Pharmacol Ther Toxicol;29 (12), 474-478;16;1991;4723056404626879136;eG7oJ4UONFcC;7mbHrTgAAAAJ
19;采用干预对策减少珠海市 6 所医院抗菌药及注射剂的过度使用;陈卫果， 陆奇凯， 关小彬， 成杰辉， 陈德成， 李异明， 洪育萍， 招艳， 黎文艺， ...;药物流行病学杂志;16 (006), 353-355;15;2007;7317425708591324152;PELIpwtuRlgC;7mbHrTgAAAAJ
20;There’s hope–early observations of ARV treatment roll out in South Africa;SJ Abah, E Addo, P Adjei, P Arhin, AAS Barami, MA Byarugaba, ...;Essential Drugs Monitor;34, 16-7;15;2005;986547443828738784;IjCSPb-OGe4C;7mbHrTgAAAAJ
21;CBIA: Improving the quality of self-medication through mothers’ active learning;S Suryawati;Essential drugs monitor;32, 22-23;15;2003;15242849807653139552;eQOLeE2rZwMC;7mbHrTgAAAAJ
22;Menuju swamedikasi yang rasional;S Suryawati;Jogjakarta: Pusat Studi Farmakologi Klinik dan Kebijakan Obat Universitas …;;14;1997;7659888891379249450;YsMSGLbcyi4C;7mbHrTgAAAAJ
23;Sunartono, and B. Santoso. 1996.“Interactional Group Discussion: Results of a Controlled Trial Using a Behavioral Intervention to Reduce the Use of Injections in Public Health …;JE Hadiyono, S Suryawati, SS Danu;Social Science and Medicine;42 (8), 1177-8;14;#N/A;15176741757470914979;9UF2BbDYXHIC;7mbHrTgAAAAJ
24;Access to medicines and high-quality therapeutics: global responsibilities for clinical pharmacology;S Suryawati;The Medical Journal of Australia;182 (7), 322-323;12;2005;7320874296153142603;0d9pApVQ-n0C;7mbHrTgAAAAJ
25;Drug advertisements: a critical lesson for Indonesian students;S Suryawati, B Santoso;Essential Drugs Monitor;23, 23;11;1997;1528170230398910125;Tyk-4Ss8FVUC;7mbHrTgAAAAJ
26;The impact of Indonesian generic medicine pricing policy on medicine prices;Y Anggriani, MIM Ibrahim, S Suryawati, AA Shafie;Journal of Generic Medicines;10 (3-4), 219-229;10;2013;13231420718646747208;blknAaTinKkC;7mbHrTgAAAAJ
27;医疗机构改善用药状况的 MTP 干预法;S Suryawati;M]. 北京: 中国科技出版社;78-87;8;2006;12767133817748102197;WqliGbK-hY8C;7mbHrTgAAAAJ
28;Analisis Pengelolaan Obat di Rumah Sakit Umum Daerah Wates;CS Inrdiawati;Jurnal Manajemen Pelayanan Kesehatan;4 (03);8;2001;10895090217212083695;b2kfBsK7yCQC;7mbHrTgAAAAJ
29;Etika Promosi Obat Bebas dan Bebas Terbatas;S Suryawati;Disampaikan dalam Simposium Nasional Obat Bebas dan Bebas Terbatas;23;8;1997;1448122587546093342;W7OEmFMy1HYC;7mbHrTgAAAAJ
