no;title;author;journal;number;cites;year;cid;pubid;id
1;Penyusunan skala psikologi;S Azwar;Pustaka Pelajar;;4729;1999;120427540372864809;TQgYirikUcIC;_MWswTMAAAAJ
2;Sikap manusia: teori dan pengukurunnya;S Azwar;Liberty;;4443;1988;1663707165103417062,7098815426436711918;_kc_bZDykSQC;_MWswTMAAAAJ
3;Reliabilitas dan validitas;S Azwar;Yogyakarta: Pustaka Pelajar;;4124;1997;12819496658226871221;R3hNpaxXUhUC;_MWswTMAAAAJ
4;Tes prestasi: Fungsi dan pengembangan pengukuran prestasi belajar;S Azwar;Yogyakarta: Pustaka Pelajar;;1127;1996;383583199530108099;u-x6o8ySG0sC;_MWswTMAAAAJ
5;Sikap Manusia Teori dan Pengukurannya, Edisi ke-2;S Azwar;Yogyakarta: Pustaka Pelajar Offset;;518;2007;6586416607028829404;4OULZ7Gr8RgC;_MWswTMAAAAJ
6;Sikap manusia;S Azwar;Teori dan Pengukurannya, Pustaka Pelajar, Yogyakarta;;438;2007;2735627010630850794;qxL8FJ1GzNcC;_MWswTMAAAAJ
7;Pengantar psikologi inteligensi;S Azwar;Pustaka Pelajar;;438;1996;11469998887976873252;d1gkVwhDpl0C;_MWswTMAAAAJ
8;Dasar-dasar psikometri;S Azwar;Yogyakarta: Pustaka Pelajar;;391;1999;11175145284809498555;3fE2CSJIrl8C;_MWswTMAAAAJ
9;Reliabilitas dan validitas edisi 4;S Azwar;Yogyakarta: Pustaka Pelajar;;329;2012;3018529126519317159;zA6iFVUQeVQC;_MWswTMAAAAJ
10;Validitas dan reliabilitas;S Azwar;Yogyakarta: Pustaka Pelajar;44-46;297;2007;11938353382515575127;W7OEmFMy1HYC;_MWswTMAAAAJ
11;Reliabilitas dan validitas;A Saifuddin;Yogyakarta: Pustaka Balajar Offset;;202;1997;11524089424184523004;e5wmG9Sq2KIC;_MWswTMAAAAJ
12;A. Metode Penelitian;K Awal, K Akhir;;;198;1998;12325770920752267453,1332719743387996014;M05iB0D1s5AC;_MWswTMAAAAJ
13;Sikap manusia teori dan pengukurannya;A Saifuddin;Yogyakarta: Pustaka Pelajar Offset;;153;1995;3303078229053771459;M3NEmzRMIkIC;_MWswTMAAAAJ
14;Metodologi penelitian kedokteran dan kesehatan masyarakat;A Azwar, J Prihartono;Batam: Binarupa Akara;;127;2003;1746179405532779199;-f6ydRqryjwC;_MWswTMAAAAJ
15;Penyusunan skala psikologi;A Saifuddin;Yogyakarta: Pustaka Pelajar;;108;1999;14936242175934679804;aqlVkmm33-oC;_MWswTMAAAAJ
16;Penyusunan skala psikologi Edisi II;S Azwar;Yogyakarta: Pustaka Pelajar;;91;2014;7286733176687251572;dfsIfKJdRG4C;_MWswTMAAAAJ
17;Sikap manusia dan pengukurannya;S Azwar;Yogyakarta. Pusat Belajar Offset;;89;2013;10493781983713147229;D03iK_w7-QYC;_MWswTMAAAAJ
18;Reliabilitas dan Validitas: Interpretasi dan Komputasi;S Azwar;Yogyakarta: Liberty;;85;1986;15449476618817877640;_xSYboBqXhAC;_MWswTMAAAAJ
19;Metodelogi penelitian;S Azwar;Yogyakarta: PT Pustaka Pelajar;;82;2005;12097022009989262294;f2IySw72cVMC;_MWswTMAAAAJ
20;Reliabilitas dan validitas (edisi ke 3);S Azwar;Yogyakarta: Pustaka Pelajar;;69;1997;6212723390716584847;fPk4N6BV_jEC;_MWswTMAAAAJ
21;Reliabilitas dan Validitas (edisi ketiga);S Azwar;Yogyakarta: Pustaka Pelajar;;61;2003;1697977133613671361;rO6llkc54NcC;_MWswTMAAAAJ
22;Reliabilitas dan validitas: Seri pengukuran Psikologi;S Azwar;Yogyakarta: Sigma Alpha;;61;1999;2343522181338359676;EUQCXRtRnyEC;_MWswTMAAAAJ
23;Reliabilitas & Validitas;S Azwar;Pustaka Pelajar, Yogyakarta;;59;2001;6360385918904061196;b0M2c_1WBrUC;_MWswTMAAAAJ
24;Sikap manusia;A Saifuddin;Yogyakarta: Pustaka Belajar;;55;2005;5454250835445168228;a0OBvERweLwC;_MWswTMAAAAJ
25;Sikap Manusia: Teori & Pengukurannya;S Azwar;Yogyakarta: Pustaka Pelajar;;53;2011;10689310791854488218;pyW8ca7W8N0C;_MWswTMAAAAJ
26;TES PRESTASI fungsi dan pengembangan pengukuran prestasi belajar;A Saifuddin;Yogyakarta: Pustaka Pelajar Offset;;51;2002;8427838458103007591;YsMSGLbcyi4C;_MWswTMAAAAJ
27;Metode Penelitian, Edisi I;S Azwar;Yogyakarta: Pustaka Belajar;;48;2010;7548174540943451203;ZHo1McVdvXMC;_MWswTMAAAAJ
