no;title;author;journal;number;cites;year;cid;pubid;id
1;An analysis of anemia and pregnancy-related maternal mortality;BJ Brabin, M Hakimi, D Pelletier;The Journal of nutrition;131 (2), 604S-615S;598;2001;5421326066245903202;u5HHmVD_uO8C;k4wqzHUAAAAJ
2;High Dose Vitamin A Supplementation of Breast-Feeding Indonesian Mothers: Effects on the Vitamin A Status of Mother and Infant,;RJ Stoltzfus, M Hakimi, KW Miller, KM Rasmussen, S Dawiesah, ...;The Journal of nutrition;123 (4), 666-675;232;1993;7749182847889519305;u-x6o8ySG0sC;k4wqzHUAAAAJ
3;Ilmu kebidanan: patologi dan fisiologi persalinan;H Oxorn, WR Forte;Penerbit Andi;;230;2010;13155452217224285579;8d8msizDQcsC;k4wqzHUAAAAJ
4;Antenatal breastfeeding education for increasing breastfeeding duration;P Lumbiganon, R Martis, M Laopaiboon, MR Festin, JJ Ho, M Hakimi;Cochrane Database of Systematic Reviews;;219;2016;3567706424555110974,7799578297526310218;2osOgNQ5qMEC;k4wqzHUAAAAJ
5;Iron-deficiency anemia: reexamining the nature and magnitude of the public health problem;BJ Brabin, M Hakimi, D Pelletier;Journal of Nutrition;131, 6045-6155;174;2001;7636497012402008117,4946781251975352358;pQTOvowfQioC;k4wqzHUAAAAJ
6;Ageing and adult health status in eight lower-income countries: the INDEPTH WHO-SAGE collaboration;P Kowal, K Kahn, N Ng, N Naidoo, S Abdullah, A Bawah, F Binka, ...;Global health action;3 (1), 5302;148;2010;4371652711367326311;d1gkVwhDpl0C;k4wqzHUAAAAJ
7;Prevalence of and factors associated with non-partner rape perpetration: findings from the UN Multi-country Cross-sectional Study on Men and Violence in Asia and the Pacific;GMC Jewkes R, Fulu E, Roselli T, UNMCSMV team;Lancet Glob Health;1 (4), e208-18;120;2013;11455101903479307927,5234394829917282576,1312393888662558031;edDO8Oi4QzsC;k4wqzHUAAAAJ
8;Causal effect of health on labor market outcomes: Experimental evidence;D Thomas, E Frankenberg, J Friedman, JP Habicht, M Hakimi, ...;UCLA CCPR Population Working Papers;;96;2006;6892745289971255203;foquWX3nUaYC;k4wqzHUAAAAJ
9;Preventable risk factors for noncommunicable diseases in rural Indonesia: prevalence study using WHO STEPS approach;N Ng, H Stenlund, R Bonita, M Hakimi, S Wall, L Weinehall;Bulletin of the World Health Organization;84, 305-313;84;2006;6042126996080575590;qjMakFHDy7sC;k4wqzHUAAAAJ
10;Prevalence of physical inactivity in nine rural INDEPTH Health and Demographic Surveillance Systems in five Asian countries;N Ng, M Hakimi, H Van Minh, S Juvekar, A Razzaque, A Ashraf, ...;Global health action;2 (1), 1985;77;2009;4724380613629795085,15718470887711175972;Tyk-4Ss8FVUC;k4wqzHUAAAAJ
11;Health and quality of life among older rural people in Purworejo District, Indonesia;N Ng, M Hakimi, P Byass, S Wilopo, S Wall;Global health action;3 (1), 2125;71;2010;12406629581381126124;zYLM7Y9cAGgC;k4wqzHUAAAAJ
12;Iron deficiency and the well-being of older adults: Early results from a randomized nutrition intervention;D Thomas, E Frankenberg, J Friedman, JP Habicht, M Hakimi, N Jones, ...;SurveyMETER;;66;2003;2999077495977749870;q3CdL3IzO_QC;k4wqzHUAAAAJ
13;Skin preparation for preventing infection following caesarean section;DR Hadiati, M Hakimi, DS Nurdiati, E Ota;Cochrane Database of Systematic Reviews;;65;2014;4950597604954493759;roLk4NBRz8UC;k4wqzHUAAAAJ
14;Behind the silence of harmony: risk factors for physical and sexual violence among women in rural Indonesia;EN Hayati, U Högberg, M Hakimi, MC Ellsberg, M Emmelin;BMC women's health;11 (1), 52;65;2011;1616800095502545508;ufrVoPGSRksC;k4wqzHUAAAAJ
15;Weight-gain patterns from prepregnancy until delivery among women in Central Java, Indonesia;A Winkvist, H Stenlund, M Hakimi, DS Nurdiati, MJ Dibley;The American journal of clinical nutrition;75 (6), 1072-1077;65;2002;6823073122470000972;UeHWp8X0CEIC;k4wqzHUAAAAJ
16;Impact of intestinal helminth infection on anemia and iron status during pregnancy: a community based study in Indonesia;DS Nurdiati, S Sumarni, M Hakimi, A Winkvist;Southeast Asian journal of tropical medicine and public health;32 (1), 14-22;63;2001;273192813231320378;Y0pCki6q_DkC;k4wqzHUAAAAJ
17;Maternal antibodies to rotavirus: Could they interfere with live rotavirus vaccines in developing countries?;DMD Chan J, Nirwati H, Triasih R, Bogdanovic-Sakran N, Soenarto Y, Hakimi M ...;Vaccine;29 (124);58;2011;8918605242648915879;XoXfffV-tXoC;k4wqzHUAAAAJ
18;Variability in nutrient intakes among pregnant women in Indonesia: implications for the design of epidemiological studies using the 24-h recall method;V Persson, A Winkvist, TNS Hartini, T Greiner, M Hakimi, H Stenlund;The Journal of nutrition;131 (2), 325-330;55;2001;9646982295556232464;IjCSPb-OGe4C;k4wqzHUAAAAJ
19;Translation and validation of EORTC QLQ-C30 into Indonesian version for cancer patients in Indonesia;DA Perwitasari, J Atthobari, I Dwiprahasto, M Hakimi, H Gelderblom, ...;Japanese journal of clinical oncology;41 (4), 519-529;53;2011;8694507424638369475,5215628307617649889;Se3iqnhoufwC;k4wqzHUAAAAJ
20;Health inequalities among older men and women in Africa and Asia: evidence from eight Health and Demographic Surveillance System sites in the INDEPTH WHO-SAGE Study;N Ng, P Kowal, K Kahn, N Naidoo, S Abdullah, A Bawah, F Binka, ...;Global Health Action;3 (1), 5420;52;2010;10725955402602197199;YsMSGLbcyi4C;k4wqzHUAAAAJ
21;‘Elastic band strategy’: women's lived experience of coping with domestic violence in rural Indonesia;E Nur Hayati, M Eriksson, M Hakimi, U Högberg, M Emmelin;Global health action;6 (1), 18894;48;2013;16964119906693751683;kNdYIx-mwKoC;k4wqzHUAAAAJ
22;Silence for the sake of harmony. Domestic violence and womens health in central Java Indonesia.;M Hakimi, EN Hayati, VU Marlinawati, A Winkvist, MC Ellsberg;Yogyakarta Indonesia CHN-RL GMU;2001 Apr.;44;2001;16254502511026381926;W7OEmFMy1HYC;k4wqzHUAAAAJ
23;Perilaku seks pranikah remaja;KY Rahyani, A Utarini, SA Wilopo, M Hakimi;Kesmas: National Public Health Journal;7 (4), 180-185;32;2012;8378901265523377405;eflP2zaiRacC;k4wqzHUAAAAJ
24;Is self-rated health an independent index for mortality among older people in Indonesia?;N Ng, M Hakimi, A Santosa, P Byass, SA Wilopo, S Wall;PloS one;7 (4), e35308;32;2012;3084706664035650893;LkGwnXOMwfcC;k4wqzHUAAAAJ
25;Evaluation of indicators for use in vitamin A intervention trials targeted at women;RJ STOLTZFUS, JP HABICHT, KM RASMUSSEN, M HAKIMI;International journal of epidemiology;22 (6), 1111-1118;32;1993;16188207023865912847;eQOLeE2rZwMC;k4wqzHUAAAAJ
26;Optimising reproductive and child health outcomes by building evidence-based research and practice in South East Asia (SEA-ORCHID): study protocol;CCA 18. Henderson-Smart DJ, Lumbiganon P, Festin MR, Ho JJ, Hakimi M ...;BMC Medical Research Methodology;7 (43);30;2007;15833845984977843576;ruyezt5ZtCIC;k4wqzHUAAAAJ
27;Smoking epidemics and socio-economic predictors of regular use and cessation: findings from WHO STEPS risk factor surveys in Vietnam and Indonesia;HV Minh, N Ng, S Wall, H Stenlund, R Bonita, L Weinehall, M Hakimi, ...;Internet Journal of Epidemiology;3 (1);26;2006;17002050209905332199;WF5omc3nYNoC;k4wqzHUAAAAJ
28;Association of ABCB1, 5-HT3B Receptor and CYP2D6 Genetic Polymorphisms with Ondansetron and Metoclopramide Antiemetic Response in Indonesian …;DA Perwitasari, JAM Wessels, RJHM van der Straaten, RF Baak-Pablo, ...;Japanese journal of clinical oncology;41 (10), 1168-1176;25;2011;1689599303316774439;8k81kl-MbHgC;k4wqzHUAAAAJ
29;Iron-deficiency anemia: Reexamining the nature and magnitude of the public health problem-Introduction;B de Benoist;Journal of Nutrition;131 (2), 564S-564S;25;2001;17600500345585796993,14958074890839175532;9yKSN-GCB0IC;k4wqzHUAAAAJ
30;Pencapaian organisasi pembelajaran (Learning Organization) dan prestasi belajar mahasiswa program Diploma III Fakultas Ilmu Kesehatan di Surakarta;FB RAHAYU;Universitas Gadjah Mada;;21;2005;3122033412409594288;pqnbT2bcN3wC;k4wqzHUAAAAJ
31;Concurrent prevalence of chronic energy deficiency and obesity among women in Purworejo, Central Java, Indonesia;DS Nurdiati, M Hakimi, A Wahab, A Winkvist;Food and Nutrition Bulletin;19 (4), 321-333;21;1998;101788999740820847;hqOjcs7Dif8C;k4wqzHUAAAAJ
32;The effect of gender and social capital on the dual burden of malnutrition: a multilevel study in Indonesia;M Vaezghasemi, A Öhman, M Eriksson, M Hakimi, L Weinehall, ...;PloS one;9 (8), e103849;20;2014;3240355687469271671;ULOm3_A8WrAC;k4wqzHUAAAAJ
33;Conjunctival impression cytology as an indicator of vitamin A status in lactating Indonesian women;RJ Stoltzfus, KW Miller, M Hakimi, KM Rasmussen;The American journal of clinical nutrition;58 (2), 167-173;20;1993;18280524856447520729;UebtZRa9Y70C;k4wqzHUAAAAJ
34;Impact of chemotherapy-induced nausea and vomiting on quality of life in Indonesian patients with gynecologic cancer;DA Perwitasari, J Atthobari, M Mustofa, I Dwiprahasto, M Hakimi, ...;International Journal of Gynecologic Cancer;22 (1), 139-145;19;2012;11727339971336069930;3fE2CSJIrl8C;k4wqzHUAAAAJ
35;Building capacity for evidence generation, synthesis and implementation to improve the care of mothers and babies in South East Asia: methods and design of the SEA-ORCHID …;S McDonald, T Turner, C Chamberlain, P Lumbiganon, J Thinkhamrop, ...;BMC medical research methodology;10 (1), 61;19;2010;8665164795034999335;ClCfbGk0d_YC;k4wqzHUAAAAJ
36;Predicting under-and overnutrition among women of reproductive age: a population-based study in central Java, Indonesia;A Winkvist, DS Nurdiati, H Stenlund, M Hakimi;Public health nutrition;3 (2), 193-200;19;2000;3561240957701169944;0EnyYjriUFMC;k4wqzHUAAAAJ
37;Peran ayah dalam praktik menyusui;L Evareny, M Hakimi, RS Padmawati;Berita Kedokteran Masyarakat;26 (4), 187-195;18;2010;10407991220748121441;aqlVkmm33-oC;k4wqzHUAAAAJ
