no;title;author;journal;number;cites;year;cid;pubid;id
1;Pengantar psikologi umum;B Walgito, B Walgito;Andi;;3158;2004;4512590450401582774;u5HHmVD_uO8C;JJgkHIsAAAAJ
2;Psikologi sosial: Suatu pengantar;B Walgito;Fakultas Psikologi UGM;;1125;1980;12136816127688244523;u-x6o8ySG0sC;JJgkHIsAAAAJ
3;Psikologi sosial;B Walgito;Yogyakarta: Andi Offset;;714;2003;1029601507758681767;hMod-77fHWUC;JJgkHIsAAAAJ
4;Bimbingan dan konseling (Studi dan Karir);B Walgito;Yogyakarta: Andi;;525;2005;6168781850086336896;2osOgNQ5qMEC;JJgkHIsAAAAJ
5;Bimbingan dan penjuluhan di sekolah;B Walgito;Universitas Gadjah Mada, Fakultas Psychologi, Jajasan Penerbitan;;370;1970;15029959700876287724;d1gkVwhDpl0C;JJgkHIsAAAAJ
6;Bimbingan dan konseling perkawinan;B Walgito;Yogyakarta: Andi Offset;;268;2004;17024740953263323329;9yKSN-GCB0IC;JJgkHIsAAAAJ
7;Psikologi kelompok;B Walgito;Yogyakarta: Andi;;193;2007;7492946546933243147;IjCSPb-OGe4C;JJgkHIsAAAAJ
8;Bimbingan dan konseling di sekolah;B Walgito;Yogyakarta: Andi;;134;2004;12832733302721307300;qjMakFHDy7sC;JJgkHIsAAAAJ
9;Hubungan kontrol diri dan persepsi remaja terhadap Penerapan disiplin orangtua dengan Prokrastinasi akademik;MN Ghufron, B Walgito;Text;;105;2003;10765256903991345925;zYLM7Y9cAGgC;JJgkHIsAAAAJ
10;Psikologi umum;B Walgito;Yogyakarta: Andi Offset;;100;2002;6867052989689536680;YFjsv_pBGBYC;JJgkHIsAAAAJ
11;Teori-teori psikologi sosial;B Walgito;Yogyakarta: Andi;;89;2011;1959734284182781845;NMxIlDl6LWMC;JJgkHIsAAAAJ
12;Psikologi Sosial (suatu pengantar) edisi revisi;B Walgito;Penerbit Andi. Yokyakarta;;54;2003;9064304113049984007;BqipwSGYUEgC;JJgkHIsAAAAJ
13;Bimbingan & konseling perkahwinan;B Walgito;ANDI;;43;2017;543520090397721845;blknAaTinKkC;JJgkHIsAAAAJ
