no;title;author;journal;number;cites;year;cid;pubid;id
1;Natural products for cancer-targeted therapy: citrus flavonoids as potent chemopreventive agents;E Meiyanto, A Hermawan, A Anindyajati;Asian Pacific Journal of Cancer Prevention;13 (2), 427-436;177;2012;10596899146462989985;d1gkVwhDpl0C;C1DwiokAAAAJ
2;Ekstrak etanolik biji buah pinang (Areca catechu L.) mampu menghambat proliferasi dan memacu apoptosis sel MCF-7;E Meiyanto, RA Susidarti, S Handayani, F Rahmi;Majalah Farmasi Indonesia;19 (1), 12-19;62;2008;4060298636550232923;EkHepimYqZsC;C1DwiokAAAAJ
3;Curcumin and its analogues (PGV-0 and PGV-1) enhance sensitivity of resistant MCF-7 cells to doxorubicin through inhibition of HER2 and NF-kB activation;E Meiyanto, DD Putri, RA Susidarti, R Murwanti, FA Sardjiman, U Husnaa, ...;Asian Pac J Cancer Prev;15 (1), 179-184;56;2014;251472051029243217;yFnVuubrUp4C;C1DwiokAAAAJ
4;Osteoclast differentiation factor modulates cell cycle machinery and causes a delay in S phase progression in RAW264 cells;E Meiyanto, M Hoshijima, T Ogawa, N Ishida, T Takeya;Biochemical and biophysical research communications;282 (1), 278-283;41;2001;2272529462174349257;u5HHmVD_uO8C;C1DwiokAAAAJ
5;KURKUMIN SEBAGAI OBAT KANKER: MENELUSURI MEKANISME AKSINY (CURCUMIN AS AN ANTINEOPLASTIC AGENT: THE ELUCIDATION OF ITS MOLECULAR MECHANISM OF ACTION);E Meiyanto;Majalah Farmasi Indonesia;10 (1999);34;1999;937055125651154311;u-x6o8ySG0sC;C1DwiokAAAAJ
6;Combinational effects of hexane insoluble fraction of Ficus septica Burm. F. and doxorubicin chemotherapy on T47D breast cancer cells;AE Nugroho, A Hermawan, DDP Putri, A Novika, E Meiyanto;Asian Pacific journal of tropical biomedicine;3 (4), 297-302;33;2013;7652956837138325159;Se3iqnhoufwC;C1DwiokAAAAJ
7;Hesperidin as a preventive resistance agent in MCF–7 breast cancer cells line resistance to doxorubicin;R Febriansah, DPP Dyaningtyas, NA Nurulita, E Meiyanto, AE Nugroho;Asian Pacific journal of tropical biomedicine;4 (3), 228-233;27;2014;4139732322634385633;VOx2b1Wkg3QC;C1DwiokAAAAJ
8;Chemopreventive effect of ethanolic extract of Gynura procumbens (Lour), Merr on the carcinogenesis of rat breast cancer development;E Meiyanto, S Susilowati, S Tasminatun, R Murwanti;Indonesian Journal of Pharmacy;154-161;24;2007;1893404316996088116;bnK-pcrLprsC;C1DwiokAAAAJ
9;Efek antiangiogenik ekstrak etanolik daun sambung nyawa (Gynura procumbens (Lour.) Merr.) pada membran korio alantois (CAM) embrio ayam;RI Jenie, E Meiyanto, R Murwanti;Majalah Farmasi Indonesia;17 (1), 50-55;20;2006;2760061419212002725;9yKSN-GCB0IC;C1DwiokAAAAJ
10;Ethanolic extract of Moringa oleifera increased cytotoxic effect of doxorubicin on HeLa cancer cells;A Hermawan, KA Nur, D Dewi, P Putri, E Meiyanto;Journal of Natural remedies;12 (2), 108-114;19;2012;5193329225806268866,6966418947077099705;hC7cP41nSMkC;C1DwiokAAAAJ
11;Curcumin targets multiple enzymes involved in the ROS metabolic pathway to suppress tumor cell growth;YA Larasati, N Yoneda-Kato, I Nakamae, T Yokoyama, E Meiyanto, J Kato;Scientific reports;8 (1), 2039;18;2018;10992006765934083425;r_AWSJRzSzQC;C1DwiokAAAAJ
12;Combination of ethanolic extract of Citrus aurantifolia peels with doxorubicin modulate cell cycle and increase apoptosis induction on MCF-7 cells;AB Adina, FA Goenadi, FF Handoko, DA Nawangsari, A Hermawan, ...;Iranian journal of pharmaceutical research: IJPR;13 (3), 919;17;2014;16058939408059106786;AXPGKjj_ei8C;C1DwiokAAAAJ
13;Aktivitas antikarsinogenik senyawa yang berasal dari tumbuhan;BS Sugiyanto, E Meiyanto, AE Nugroho, UA Jenie;Majalah Farmasi Indonesia;14 (216), e25;17;2003;16882562466293691416;qjMakFHDy7sC;C1DwiokAAAAJ
14;Cytotoxic effect of ethanolic extract fractions of Indonesia plant Ficus septica Burm. F. on human breast cancer T47D cell lines;AE Nugroho, M Ikawati, A Hermawan, DDP Putri, E Meiyanto;International Journal of Phytomedicine;3 (2), 216;16;2011;6825940241245533391;YsMSGLbcyi4C;C1DwiokAAAAJ
15;Pengaruh ekstrak metanolik daun kenikir (Cosmos caudatus Kunth.) terhadap pemacuan apoptosis sel kanker payudara;RB Pebriana, BWK Wardhani, E Widayanti, NLS Wijayanti, TR Wijayanti, ...;Farmasi UMS;;15;2008;14784032350122558957;ZHo1McVdvXMC;C1DwiokAAAAJ
