no;title;author;journal;number;cites;year;cid;pubid;id
1;Teori dan proses kebijakan publik;B Winarno;Media Pressindo;;1056;2002;16392135960228102899;t6usbXjVLHcC;vJxJfpgAAAAJ
2;Kebijakan publik: Teori dan proses;B Winarno;Yogyakarta: Media Pressindo;;989;2007;4918250863867154202;7PzlFSSx8tAC;vJxJfpgAAAAJ
3;Kebijakan publik: teori, proses, dan studi kasus: edisi dan revisi terbaru;B Winarno;Center for Academic Publishing Service;;644;2012;4786856493893586961;QIV2ME_5wuYC;vJxJfpgAAAAJ
4;Kebijakan publik;B Winarno;Teori, Proses, dan Studi Kasus (Edisi dan Revisi Terbaru), Yogyakarta;;102;2012;905860911971942074;SdhP9T11ey4C;vJxJfpgAAAAJ
5;Isu-Isu Global Kontemporer;B Winarno;CAPS;;70;2011;9403721553735706437;M3NEmzRMIkIC;vJxJfpgAAAAJ
6;Sistem politik Indonesia era reformasi;B Winarno;Gramedia Pustaka Utama;;69;2007;1033575579606387450;eQOLeE2rZwMC;vJxJfpgAAAAJ
7;Globalisasi: peluang atau ancaman bagi Indonesia;B Winarno;Erlangga;;62;2008;1513550108217441862;_FxGoFyzp5QC;vJxJfpgAAAAJ
8;Kebijakan Publik Era Globalisasi;B Winarno;Yogjakarta: Center of Academic Publishing Service (CAPS);;49;2016;10646715448145659529;kRWSkSYxWN8C;vJxJfpgAAAAJ
9;Dinamika Isu-Isu Global Kontemporer;B Winarno;Yogyakarta: CAPS;117-120;45;2014;11928315688786154850;eq2jaN3J8jMC;vJxJfpgAAAAJ
10;Pertarungan negara vs pasar;B Winarno;Media Pressindo;;36;2009;14082640981425115835;HE397vMXCloC;vJxJfpgAAAAJ
11;Globalisasi, wujud imperialisme baru: peran negara dalam pembangunan;B Winarno;Tajidu Press;;33;2004;4621230713138573914;mVmsd5A6BfQC;vJxJfpgAAAAJ
12;Etika pembangunan;B Winarno;Center for Academic Publishing Service;;32;2013;12412610258323578878;ldfaerwXgEUC;vJxJfpgAAAAJ
13;Kebijakan Publik Teori dan Proses;W Budi;Edisi Revisi. Yogjakarta: Media Pressindo;;31;2008;17816004805548898358;738O_yMBCRsC;vJxJfpgAAAAJ
14;Teori Kebijaksanaan Publik;B Winarno;Pusat Antar Universitas Studi Sosial, Universitas Gajah Mada, Yogyakarta;;30;1989;10387742591502840466;mvPsJ3kp5DgC;vJxJfpgAAAAJ
15;Teori Kebijakan Publik;B Winarno;Yogyakarta: PAU Studi Sosial UGM;;19;1989;10361483699698007379;q3oQSFYPqjQC;vJxJfpgAAAAJ
16;Melawan gurita neoliberalisme;B Winarno;Penerbit Erlangga;;18;2010;8834986355343146115;1qzjygNMrQYC;vJxJfpgAAAAJ
17;Globalisasi dan krisis Demokrasi;B Winarno;Media Pressindo;;18;2007;15136252000449503433;_xSYboBqXhAC;vJxJfpgAAAAJ
18;Gagalnya organisasi desa dalam pembangunan di Indonesia;B Winarno;Tiara Wacana;;17;2008;1160742878622830856;WF5omc3nYNoC;vJxJfpgAAAAJ
19;Komparasi organisasi pedesaan dalam pembangunan: Indonesia vis-à-vis Taiwan, Thailand dan Filipina;B Winarno;Media Pressindo;;16;2003;3574307354889451408;kNdYIx-mwKoC;vJxJfpgAAAAJ
20;Metodologi Ilmu Politik;I Amal, B Winarno;Yogyakarta: PAU Studi Sosial UGM;;13;1998;1712899018883889120;V3AGJWp-ZtQC;vJxJfpgAAAAJ
21;Kebijakan Publik Era Globalisasi, Teori, Proses dan Studi Kasus;B Winarno;Kebijakan Publik Era Globalisasi, Teori, Proses dan Studi Kasus. Yogyakarta …;;8;#N/A;8680989347328315014;B3FOqHPlNUQC;vJxJfpgAAAAJ
22;Teori, Proses dan Studi Kasus Kebijakan Publik;B Winarno;CAPS. Yogyakarta;;6;2012;5604821228351138723;LPZeul_q3PIC;vJxJfpgAAAAJ
23;Isu-Isu Global Kontemporer;W Budi;PT. Buku Seru, Yogyakarta;;6;2002;8128835860050174511;eflP2zaiRacC;vJxJfpgAAAAJ
24;Globalisasi dan masa depan demokrasi;B Winarno;Jurnal Global Dan Strategis;3 (2), 123-141;5;2008;9784713552009783451;ZeXyd9-uunAC;vJxJfpgAAAAJ
25;Kebijakan Publik: Teory dan Proses, Cetakan Kedua;B Winarno;Media Perssindo. Yogyakarta;;4;2007;11850505153880344616;D_sINldO8mEC;vJxJfpgAAAAJ
26;Kebijakan Publik: Proses dan Teori;B Winarno;Cetakan Pertama Yogyakarta: Penerbit Media Pressindo;;4;2007;6524732290949329407;eJXPG6dFmWUC;vJxJfpgAAAAJ
27;Teori dan proses kebijakan;B Winarno;Jakarta: Reneka Cipta;;4;2002;13332210483514889615;wbdj-CoPYUoC;vJxJfpgAAAAJ
28;Kebijakan Publik era Globalisasi: Teori;B Winarno;Proses, Dan Studi Kasus Komparatif, Edisi;;3;2016;13318176225844192473;_B80troHkn4C;vJxJfpgAAAAJ
29;Kebijakan Publik: Teori, Proses dan Studi Kasus, cetakan pertama, Edisi dan Revisi Terbaru, Yogyakarta;B Winarno;CAPS (Center of academic Publishing Service);;3;2013;15670578740512345456;olpn-zPbct0C;vJxJfpgAAAAJ
30;Teori Dan proses Kebijakan Publik. Yogyakarta;B Winarno;Media press;;3;2012;7249342412232798429;AXPGKjj_ei8C;vJxJfpgAAAAJ
31;Kebijakan Publik, Teori Dan Proses, Jakarta, Media Presindo;B Winarno;;;3;2007;4847366936923225809;8AbLer7MMksC;vJxJfpgAAAAJ
32;GLOBALISASI DAN KRISIS PEMBANGUNAN BAGAIMANA DENGAN INDONESIA;B Winarno;Fakultas Ilmu Sosial dan Politik;;3;2005;10484987089747710904;YFjsv_pBGBYC;vJxJfpgAAAAJ
33;Implementasi Konsep Reinventing Government dalam Pelaksanaan Otonomi Daerah;B Winarno;DIALOGUE: JURNAL ILMU ADMINISTRASI DAN KEBIJAKAN PUBLIK;1 (2), 1-24;3;2004;16768586592441879136;XiSMed-E-HIC;vJxJfpgAAAAJ
34;Theory and Public Policy Process;B Winarno;Yogyakarta: Media Pressindo;;3;2002;17634805952955128864;WA5NYHcadZ8C;vJxJfpgAAAAJ
35;Good Governance: Akuntabilitas dan Kontrol Birokrasi;B Winarno;Surabaya: Insani Cendikia;;3;2002;15577736351540568316;XiVPGOgt02cC;vJxJfpgAAAAJ
36;Teori Kebijakan Publik;W Budi;Yogyakarta: Penerbit PAU UGM;;3;1989;15218385594756436328;bnK-pcrLprsC;vJxJfpgAAAAJ
37;The roles of village organizations in rural development: analysis of the Indonesian experience;B Winarno;University of Missouri--Columbia;;3;1985;13118392392523630177;pqnbT2bcN3wC;vJxJfpgAAAAJ
