no;title;author;journal;number;cites;year;cid;pubid;id
1;Kemitraan dan model-model pemberdayaan;AT Sulistiyani;Gava Media;;587;2004;402790449022129092;u5HHmVD_uO8C;1mVzBdcAAAAJ
2;Rosidah. 2003;AT Sulistiyani;Manajemen sumber daya manusia;4;567;2012;4146945647733603564;IjCSPb-OGe4C;1mVzBdcAAAAJ
3;Manajemen sumber daya manusia;AT Sulistiyani;Graha Ilmu, Yogyakarta;;385;2009;1521567917336705797,4222883859681421460;UeHWp8X0CEIC;1mVzBdcAAAAJ
4;Rosidah;AT Sulistiyani;Manajemen Sumber Daya Manusia;;231;2003;1521567917336705797;WF5omc3nYNoC;1mVzBdcAAAAJ
5;Memahami Good Governance: Dalam Perspektif Sumber Daya Manusia;AT Sulistiyani;Yogyakarta: Gava Media;;212;2004;16595055933773526404;UebtZRa9Y70C;1mVzBdcAAAAJ
6;Kemitraan dan model-model Pemberdayaan;A Teguh;Penerbit Gaya Media, Yogyakarta;;59;2004;12649096085330048730;qUcmZB5y_30C;1mVzBdcAAAAJ
7;Kepemimpinan Profesional Pendekatan Leadership Games;AT Sulistiyani;Jogyakarta: Graha Ilmu;;48;2008;1454877725925371869;d1gkVwhDpl0C;1mVzBdcAAAAJ
8;Rosidah. 2003;TS Ambar;Manajemen Sumber Daya Manusia;;47;#N/A;14683120887881815351;k_IJM867U9cC;1mVzBdcAAAAJ
9;Rosidah, 2003, Manajemen Sumber Daya Manusia;AT Sulistiyani;Yogyakarta: Graha Ilmu;;20;#N/A;17016289813213765134;QIV2ME_5wuYC;1mVzBdcAAAAJ
10;Manajemen Sumber Daya Manusia;A Teguh, S Rosidah;Jakarta: Graha Ilmu;;18;2009;12605625888927428931;IWHjjKOFINEC;1mVzBdcAAAAJ
11;Kepemimpinan Profesional (pendekatan leadership games);A Teguh;Yogyakarta: Gaya Media;;7;2008;10932714820977318254;ZeXyd9-uunAC;1mVzBdcAAAAJ
12;Sumberdaya Manusia (SDM) aparatur pemerintah dalam birokrasi publik di Indonesia;A Sutiono, AT Sulistiyani;Dalam;;7;2004;16300355527251191407;L8Ckcad2t8MC;1mVzBdcAAAAJ
13;Dinamika Penyusunan Undang-Undang No. 40 Tahun 2004 Tentang Sistem Jaminan Sosial Nasional (SJSN);A Candra, AT Sulistiyani;Kerjasama Penerbit Gava Media [dengan] Jurusan Manajemen & Kebijakan Publik …;;6;2010;914294706298993603;u-x6o8ySG0sC;1mVzBdcAAAAJ
14;Problema dan Kebijakan Perumahan di Perkotaan;AT Sulistiyani;Jurnal Ilmu Sosial dan Ilmu Politik;5 (3), 327-344;6;2002;1862643291120311451;qjMakFHDy7sC;1mVzBdcAAAAJ
15;Pemberdayaan Masyarakat Pemanfaatan Limbah Tulang Ikan untuk Produk Hidroksiapatit (Hydroxyapatite/HA) Kajian di Pabrik Pengolahan Kerupuk Lekor Kuala Terengganu-Malaysia;AT Sulistiyani, D Aisyah, I Mamat, M Sontang;Jurnal Pengabdian kepada Masyarakat (Indonesian Journal of Community …;;3;2016;8339566683095967181;3fE2CSJIrl8C;1mVzBdcAAAAJ
16;Konseptualisasi Model Pemberdayaan LSM sebagai Fasilitator Pembangunan;AT Sulistiyani;JKAP (Jurnal Kebijakan dan Administrasi Publik);11 (2), 139-157;3;2007;4924356988238931616;Tyk-4Ss8FVUC;1mVzBdcAAAAJ
17;Strengthening good governance through institutionalization of SATRIYA codes of conduct: A lesson from Yogyakarta Special Region;AT Sulistiyani, IM Krisnajaya, A Sunartiningsih, K Yuliani, M Yuliana;International Conference on Ethics in Governance (ICONEG;2016);1;2016;10286225109682101936;bEWYMUwI8FkC;1mVzBdcAAAAJ
18;Analisis Kinerja Dinas Kesehatan (Studi Kasus Akreditasi Tempat Umum dan Industri Dinas Kesehatan Kabupaten Kulon Progo Propinsi Daerah Istimewa Yogyakarta)= Performance …;AT Sulistiyani, W Utomo;Sosiosains;17 (2004);1;2004;18223668960534212903;7PzlFSSx8tAC;1mVzBdcAAAAJ
19;Environmental Policy Evaluation in Green Village Innovation in Yogyakarta Special Region;AT Sulistiyani;Jurnal of Public Administration and Local Governance;2 (1);0;2018;#N/A;RHpTSmoSYBkC;1mVzBdcAAAAJ
20;Good Governance in Medium-Term Development (Perencanaan Pembangunan Jangka Menengah Desa/RPJMDes) in Daerah Istimewa YogyakartaGood Governance in Medium-Term Development …;AT Sulistiyani, M Yuliana, K Yuliani, S Sulistiyani;;1st International Conference on Administrative Science, Policy and …;0;2017;#N/A;iH-uZ7U-co4C;1mVzBdcAAAAJ
21;The Responsiveness and the Ability of “Kampung Tangguh Bencana” in Handling Flood in Yogyakarta City;AT Sulistiyani, K Yuliani, M Yuliana;The Indonesian Journal of Planning and Development;2 (2), 94-107;0;2017;#N/A;0EnyYjriUFMC;1mVzBdcAAAAJ
22;Peran Good Governance dalam Program Inovasi Kampung Hijau di Daerah Istimewa Yogyakarta;AT Sulistiyani;Jurnal Ilmu Administrasi Negara ASIAN;5 (2), 1-20;0;2017;#N/A;4JMBOYKVnBMC;1mVzBdcAAAAJ
23;KEBERHASILAN PENDAMPINGAN UNIT PENGELOLA KEGIATAN PROGRAM NASIONAL PEMBERDAYAAN MASYARAKAT MANDIRI PEDESAAN DALAM MEWUJUDKAN KEBERDAYAAN USAHA MIKRO KECIL DAN MENENGAH;SM DEWI;Universitas Gadjah Mada;;0;2017;#N/A;R3hNpaxXUhUC;1mVzBdcAAAAJ
24;STRATEGI PERUBAHAN PENGELOLAAN SAMPAH OLEH DINAS PEKERJAAN UMUM DAN TATA RUANG DI TEMPAT PEMROSESAN AKHIR (TPA) SAMPAH SUKOHARJO KABUPATEN PATI;D PERMATASARI;Universitas Gadjah Mada;;0;2017;#N/A;HDshCWvjkbEC;1mVzBdcAAAAJ
25;Strategi Pemasaran Sosial Program Rehabilitasi Mangrove oleh Dinas Kelautan dan Perikanan Kota Semarang;D KURNIASARI;Universitas Gadjah Mada;;0;2017;#N/A;hFOr9nPyWt4C;1mVzBdcAAAAJ
26;STRATEGI KOPERASI DALAM MEMFASILITASI ANGGOTA UNTUK MENCAPAI KESEJAHTERAAN SOSIAL (Studi Kasus: Koperasi AMAN di Kabupaten Sleman);RH WIRATMA;Universitas Gadjah Mada;;0;2017;#N/A;hC7cP41nSMkC;1mVzBdcAAAAJ
27;Capacities of Agents of Change in Promoting SATRIYA Codes of Conduct in Yogyakarta Special Region Government;AT Sulistiyani, IM Krisnajaya, A Sunartiningsih, M Yuliana, K Yuliani;International Conference on Ethics in Governance (ICONEG;2016);0;2016;#N/A;TFP_iSt0sucC;1mVzBdcAAAAJ
28;PENGAMBILALIHAN KEWENANGAN PENGELOLAAN TPA PIYUNGAN DARI KARTAMANTUL OLEH PEMERINTAH PROVINSI DIY;L FADLLIYAH, AT Sulistiyani;Universitas Gadjah Mada;;0;2016;#N/A;_Qo2XoVZTnwC;1mVzBdcAAAAJ
29;IMPLEMENTASI PROGRAM PENGEMBANGAN USAHA MINA PERDESAAN PERIKANAN TANGKAP (PUMP-PT) 2011-2014 DI KABUPATEN BANTUL;MKUS YUNANTO;Universitas Gadjah Mada;;0;2016;#N/A;TQgYirikUcIC;1mVzBdcAAAAJ
30;KEMITRAAN BANK INDONESIA KANTOR PERWAKILAN YOGYAKARTA DENGAN USAHA MIKRO KECIL DAN MENENGAH DI DAERAH ISTIMEWA YOGYAKARTA DALAM PROGRAM PENGEMBANGAN KLASTER;WAJI PRIBADI;Universitas Gadjah Mada;;0;2016;#N/A;KlAtU1dfN6UC;1mVzBdcAAAAJ
31;Peran Modal Sosial dalam Pemberdayaan Masyarakat Melalui Usaha Peningkatan Pendapatan Keluarga Sejahtera (UPPKS) di Desa Sendangtirto, Kecamatan Berbah, Kabupaten Sleman;MC RUKMI;Universitas Gadjah Mada;;0;2015;#N/A;e5wmG9Sq2KIC;1mVzBdcAAAAJ
32;Pengembangan Karir Pegawai Berdasarkan Kompetensi di Pemerintah Kota Yogyakarta;MUHS ALFARISI;Universitas Gadjah Mada;;0;2015;#N/A;mB3voiENLucC;1mVzBdcAAAAJ
33;ADVOKASI KEBIJAKAN DAN MANAJEMEN KONFLIK DALAM KASUS PERTAMBANGAN BEKAS ERUPSI MERAPI (Studi Kasus: Pertambangan Pasir dan Batu di Desa Keningar, Kecamatan Dukun, Kabupaten …;A RAHMAN;Universitas Gadjah Mada;;0;2015;#N/A;4DMP91E08xMC;1mVzBdcAAAAJ
34;Peran Modal Sosial Dalam Produktivitas Gapoktan Di Kabupaten Madiun;DA Puspitasari;Universitas Gadjah Mada;;0;2015;#N/A;kNdYIx-mwKoC;1mVzBdcAAAAJ
35;Mekanisme Sosial dan Kebijakan Sosial Lansia: Perbedaan Desa Industri dan Desa Agraris;AT Sulistiyani;JKAP (Jurnal Kebijakan dan Administrasi Publik);3 (1), 46-61;0;2015;#N/A;W7OEmFMy1HYC;1mVzBdcAAAAJ
36;Proses Relokasi Pedagang Keripik Belut Pasar Godean ke Pusat Kuliner Belut Godean;KR SALAM;Universitas Gadjah Mada;;0;2014;#N/A;dhFuZR0502QC;1mVzBdcAAAAJ
37;PERAN LEMBAGA KONSULTASI KESEJAHTERAAN KELUARGA (LK3) SEKAR MELATI DALAM MENANGANI KASUS KEKERASAN DALAM RUMAH TANGGA (KDRT) DI KOTA YOGYAKARTA;L FAUZIYYA;Universitas Gadjah Mada;;0;2014;#N/A;Wp0gIr-vW9MC;1mVzBdcAAAAJ
38;EVALUASI PROGRAM NASIONAL PEMBERDAYAAN MASYARAKAT MANDIRI KELAUTAN DAN PERIKANAN DI KABUPATEN PANGKAJENE KEPULAUAN (PUMP BUDIDAYA UNDANG-BANDENG);E SAHARUDDIN;Universitas Gadjah Mada;;0;2014;#N/A;M3ejUd6NZC8C;1mVzBdcAAAAJ
39;Konsep Model Jalur Karir Berbasis Kompetensi dalam Mengembangkan Karir Karyawan di Perusahaan PT Badak NGL;L KUSUMASTUTI;Universitas Gadjah Mada;;0;2014;#N/A;Se3iqnhoufwC;1mVzBdcAAAAJ
40;KESIAPAN PEMERINTAH KABUPATEN KULON PROGO DALAM MEMANFAATKAN PELUANG RELOKASI BANDARA BARU TERUTAMA UNTUK MENINGKATKAN KESEJAHTERAAN MASYARAKAT;I SETYAWATI;Universitas Gadjah Mada;;0;2014;#N/A;YsMSGLbcyi4C;1mVzBdcAAAAJ
41;PARTISIPASI MASYARAKAT DALAM PELESTARIAN LINGKUNGAN BERBASIS KOMUNITAS (Pelaksanaan Program Kali Bersih oleh Paguyuban Bendolole Asri di Kelurahan Kricak, Kecamatan Tegalrejo …;H OKTARINI;Universitas Gadjah Mada;;0;2014;#N/A;Y0pCki6q_DkC;1mVzBdcAAAAJ
42;KELEMBAGAAN PT. TRANS MARGA JATENG (PT. TMJ) DALAM KEMITRAAN PEMERINTAH DAN SWASTA (STUDI KASUS PEMBANGUNAN JALAN TOL SEMARANG-SOLO);H HADIHANAFI, AT Sulistiyani;Text;;0;2013;#N/A;MXK_kJrjxJIC;1mVzBdcAAAAJ
43;Analisis Jabatan Pemerintah Provinsi Istimewa Yogyakarta;ND Purwanti, A Wicaksono, AT Sulistiyani;;;0;2013;#N/A;zYLM7Y9cAGgC;1mVzBdcAAAAJ
44;Penyusunan Naskah Akademik untuk Penyusunan SOTK Kab. Wonosobo;H Suharyanto, AW Ratminto, AT Sulistiyani;;;0;2012;#N/A;qxL8FJ1GzNcC;1mVzBdcAAAAJ
45;Optimalisasi Modal Sosial dalam Pengolahan Sampah Organik dan An-organik Terpadu dan Mandiri;AT Sulistiyani;;;0;2012;#N/A;hqOjcs7Dif8C;1mVzBdcAAAAJ
46;Penyusunan Analisis Jabatan dan Analisis Beban Kerja Kabupaten Wonosobo;SA Margono, AT Sulistiyani, A Wicaksono, H Suharyanto;;;0;2011;#N/A;2osOgNQ5qMEC;1mVzBdcAAAAJ
47;PENGEMBANGAN JABATAN FUNGSIONAL DI LINGKUNGAN PEMERINTAH DAERAH;AT Sulistiyani;Civil Service Journal;1 (2 November);0;2007;#N/A;maZDTaKrznsC;1mVzBdcAAAAJ
48;Mengawal Reformasi Kultural Organisasi Publik dari Sudut Pandang Kepemimpinan;AT Sulistiyani;Interaksi: Jurnal Politik dan Manajemen Publik;1 (2006);0;2006;#N/A;LkGwnXOMwfcC;1mVzBdcAAAAJ
49;Dampak Pemekaran Terhadap Pelayanan Kesehatan di Dinas Kesehatan Kabupaten Lamandau= Impact of the Regional Extension on the Health Service at the Health Department of Lamandau …;S Yuliani, W Utomo, AT Sulistiyani;Sosiosains;18 (2005);0;2005;#N/A;eQOLeE2rZwMC;1mVzBdcAAAAJ
50;Implementasi program P3T:: Studi kasus Implementasi Proyek Pengembangan Padi Terpadu di Desa Sidomulyo Kabupaten Madiun;D Casmiwati;Universitas Gadjah Mada;;0;2004;#N/A;_FxGoFyzp5QC;1mVzBdcAAAAJ
51;Mekanisme sosial dan kebijakan jaminan sosial lansia: Perbedaan Desa Industri dan Desa Agraris;AT Sulistiyani;Jurnal Kebijakan dan Administrasi Publik;3 (1999);0;1999;#N/A;aqlVkmm33-oC;1mVzBdcAAAAJ
52;KONSEPTUAUSASI MODEL PEMBERDAYAAN LSM SEBAGAIFASIDTATORPEMBANGUNAN;AT Sulistiyani;;;0;#N/A;#N/A;r0BpntZqJG4C;1mVzBdcAAAAJ
53;Gender dalam Pembangunan1;AT Sulistiyani;;;0;#N/A;#N/A;j3f4tGmQtD8C;1mVzBdcAAAAJ
54;13 Manajemen Sumber Daya Manusia;D Singkat, AT Sulistiyani, SIP Ario Wicaksono;;;0;#N/A;#N/A;_kc_bZDykSQC;1mVzBdcAAAAJ
