no;title;author;journal;number;cites;year;cid;pubid;id
1;Mekanika Tanah I;HC Hardiyatmo;;;678;1998;15690849376922580845;YOwf2qJgpHMC;wkFV3YEAAAAJ
2;Teknik Pondasi 2;HC Hardiyatmo;Edisi Kedua, Beta Offset, Yogyakarta;;213;2002;3367325116663280291;lSLTfruPkqcC;wkFV3YEAAAAJ
3;Penanganan tanah longsor dan erosi;HC Hardiyatmo;Gadjah Mada University Press;;167;2006;14667059306297223894;d1gkVwhDpl0C;wkFV3YEAAAAJ
4;Pemeliharaan Jalan Raya;HC Hardiyatmo;Penerbit Gadjah Mada University Press, Yogyakarta;;156;2007;11230129497292614477;9yKSN-GCB0IC;wkFV3YEAAAAJ
5;Analisis dan Perancangan Fondasi II;HC Hardiyatmo;Gadjah Mada University Press yogyakarta;;120;2005;4488361834689384961,17368140390243506;ULOm3_A8WrAC;wkFV3YEAAAAJ
6;Analisis dan Perancangan Fondasi I;HC Hardiyatmo;Analisis dan Perancangan Fondasi I;1, 591;115;2010;4488361834689384961;R3hNpaxXUhUC;wkFV3YEAAAAJ
7;Analisis dan Perancangan Fondasi I;HC Hardiyatmo;Gadjah Mada University Press;;115;2010;4488361834689384961;TQgYirikUcIC;wkFV3YEAAAAJ
8;Teknik fondasi 1;HC Hardiyatmo;Gramedia Pustaka Utama;;107;1996;3869800130649559919,10019191576186852130;u-x6o8ySG0sC;wkFV3YEAAAAJ
9;Stabilisasi Tanah Untuk Perkerasan Jalan;HC Hardiyatmo;Gadjah Mada Universi;i3ty Press, Yogyakarta;100;2010;13982728654252597815;qjMakFHDy7sC;wkFV3YEAAAAJ
10;Perancangan Perkerasan Jalan dan Penyelidikan Tanah;HC Hardiyatmo;Penerbit UGM, Yogyakarta;;89;2011;8569468217737398002;IjCSPb-OGe4C;wkFV3YEAAAAJ
11;Mekanika Tanah 1, edisi ke-2;HC Hardiyatmo;Beta Offset, Yogjakarta;;55;2002;3083195386192454485;hMod-77fHWUC;wkFV3YEAAAAJ
12;Mekanika Tanah I (edisi III);HC Hardiyatmo;Gadjah Mada University Press, Yogyakarta;;54;2002;13288488716421125538;NMxIlDl6LWMC;wkFV3YEAAAAJ
13;Mekanika Tanah I. Yogyakarta;HC Hardiyatmo;Gadjah Mada University Press;;43;2002;14221381402740307926;vV6vV6tmYwMC;wkFV3YEAAAAJ
14;Tanah Longsor dan Erosi: Kejadian dan Penanganan;HC Hardiyatmo;Yogyakarta: Gajah Mada University Press;;37;2012;3490180451640946843;qxL8FJ1GzNcC;wkFV3YEAAAAJ
15;Analisis dan Perancangan Fondasi I. Yogyakarta;HC Hardiyatmo;Gadjah Mada University Press;;36;2011;13584459406097533330;YFjsv_pBGBYC;wkFV3YEAAAAJ
16;Mekanika Tanah 1, Edisi Keempat;HC Hardiyatmo;Gajah Mada University Press, Yogyakarta;;34;2006;16384171995897645828;BqipwSGYUEgC;wkFV3YEAAAAJ
17;Mekanika Tanah I, PT;HC Hardiyatmo;Gramedia Pustaka Utama, Jakarta;;34;1992;17492477972559742807;GnPB-g6toBAC;wkFV3YEAAAAJ
18;Analisis dan Perancangan Fondasi I, Edisi Kedua;HC Hardiyatmo;Yogyakarta: Gadjah Mada University Press;;31;2011;2525313099649800531;RYcK_YlVTxYC;wkFV3YEAAAAJ
19;Teknik Pondasi I edisi kedua;HC Hardiyatmo;PT. Gramedia. Jakarta. Yogyakarta;;31;2002;2178212712206182392;TFP_iSt0sucC;wkFV3YEAAAAJ
20;Geosintetik Untuk Rekayasa Jalan Raya: Perancangan Dan Aplikasi;HC Hardiyatmo;Gajah Mada University Press, Yogyakarta;;17;2008;500652075502626633;NaGl4SEjCO4C;wkFV3YEAAAAJ
21;Me ani a Tanah 2, Ja arta: PT;HC Hardiyatmo;Gramedia Pusta a Utama;;17;1992;2289788370102620686;blknAaTinKkC;wkFV3YEAAAAJ
22;Mekanika Tanah 2 Edisi Kedua;HC Hardiyatmo;Universitas Gajah Mada, Yogyakarta;;16;2002;9134882164098674162;J_g5lzvAfSwC;wkFV3YEAAAAJ
23;Method to Analyze the Deflection of the Nailed-slab System;HC Hardiyatmo;International Journal of Civil & Environmental Engineering;11 (4), 22-28;15;2011;4857644441781694042;eQOLeE2rZwMC;wkFV3YEAAAAJ
24;Mekanika Tanah Jilid 1;HC Hardiyatmo;Jakarta: Gramedia;;15;1992;8628317470025104309;ns9cj8rnVeAC;wkFV3YEAAAAJ
25;Nailed-slab system for reinforced concrete slab on rigid pavement;HC Hardiyatmo;Proc. of National Seminar on Appropriate Technology for Handling Infrastructures;;13;2008;9646059170348353808;IWHjjKOFINEC;wkFV3YEAAAAJ
26;Prinsip-prinsip Mekanika Tanah dan Soal Penyelesaian I;HC Hardiyatmo;Beta Offset. Yogyakarta;;13;2001;9892074148782796068;Tyk-4Ss8FVUC;wkFV3YEAAAAJ
27;Determining Additional Modulus of Subgrade Reaction Based on Tolerable Settlement for the Nailed-slab System Resting on Soft Clay;A Puri, HC Hardiyatmo, B Suhendro, A Rifa’i;International Journal of Civil and Environmental Engineering IJCEE-IJENS;12 …;11;2012;4765050700114244938;aqlVkmm33-oC;wkFV3YEAAAAJ
28;Application of The Additional Modulus of Subgrade Reaction to Predict The Deflection of Nailed-slab System Resting on Soft Clay Due to Repetitive Loadings;A Puri, HC Hardiyatmo, B Suhendro, A Rifa’i;Proc. of;16th Annual Scientific Meeting (PIT) HATTI, 217-222;10;2012;7485887977409750677;_Qo2XoVZTnwC;wkFV3YEAAAAJ
29;Pile Foundation with Thin Pile Cap as an Alternative to Solve Problems of Building on Soft Soils;HC Hardiyatmo, B Suhendro;Report of Competitive Grant Research of Higher Education;;10;2003;5274876755565761517;ZeXyd9-uunAC;wkFV3YEAAAAJ
30;Approche expérimentale du dimensionnement des massifs renforcés à parement cellulaire;HC Hardiyatmo;Université Joseph Fourier (Grenoble);;9;1995;16798636786893272236;KlAtU1dfN6UC;wkFV3YEAAAAJ
31;Pile Spacing and Length Effects Due To the Additional Modulus of Subgrade Reaction of the Nailed-Slab System on the Soft Clay;A Puri, HC Hardiyatmo, B Suhendro, A Rifa’i;Proc. of;13th International Symposium on Quality in Research (QiR), 1032-1310;8;2013;5633011805803360142;L8Ckcad2t8MC;wkFV3YEAAAAJ
32;Behaviour of Mechanically Stabilized Embankment on Soft Bangkok Clay;HC Hardiyatmo;M Eng. thesis, Asian Inst. of Tech., Bangkok, Thailand;;8;1990;6410032847002775160;Wp0gIr-vW9MC;wkFV3YEAAAAJ
33;Perancangan sistem cakar ayam modifikasi untuk perkerasan jalan raya;HC Hardiyatmo;Gadjah Mada University Press;;7;2010;8543593304460782529;W7OEmFMy1HYC;wkFV3YEAAAAJ
34;Evaluasi dimensi sistem cakar ayam akibat pengaruh variasi letak beban dan kondisi tanah;A Firdiansyah;Universitas Gadjah Mada;;7;2009;189757461958097376;HDshCWvjkbEC;wkFV3YEAAAAJ
35;Fondasi Tiang dengan Pile Cap Tipis sebagai Alternatif untuk Mengatasi Problem Penurunan Bangunan di Atas Tanah Lunak;HC Hardiyatmo, B Suhendro;text;;7;2001;3239896103166150469;Y0pCki6q_DkC;wkFV3YEAAAAJ
36;METODA HITUNGAN LENDUTAN PELAT DENGAN MENGGUNAKAN MODULUS REAKSI TANAH DASAR EKIVALEN UNTUK STRUKTUR PELAT FLEKSIBEL;HC Hardiyatmo;;;6;2009;1547978315345920002,11528864592619700262;ufrVoPGSRksC;wkFV3YEAAAAJ
37;Perilaku Fondasi Cakar Ayam pada model di laboratorium-Kontribusi untuk Perancangan;HC Hardiyatmo, B Suhendro, AD Adi;Proceding Seminar Nasional Geoteknik;;6;1999;3445893163949062762;UeHWp8X0CEIC;wkFV3YEAAAAJ
38;Compressive Behavior of Bagansiapiapi-Riau Peat in Indonesia;A Waruwu, HC Hardiyatmo, A Rifa’i;Electronic Journal of Geotechnical Engineering;21 (16), 5217-5227;5;2016;9793035006481985780;7PzlFSSx8tAC;wkFV3YEAAAAJ
39;Selection of soils as clay core embankment materials for rock fill dams to resist hydraulic fracturing;D Djarwadi, KB Suryolelono, B Suhendro, HC Hardiyatmo;Procedia Engineering;95, 489-497;5;2014;9685230946162389931;YsMSGLbcyi4C;wkFV3YEAAAAJ
40;Behavior of Fullscale nailed-slab System with Variation on Load Positions;A Puri, HC Hardiyatmo, B Suhendro, A Rifa’i;The;1 st International Conference on Infrastructures Development (ICID), 26-36;5;2013;12497262835092171910;9ZlFYXVOiuMC;wkFV3YEAAAAJ
41;Behavior of Nailed-slab System on Soft Clay Due to Repetitive Loadings by Conducting Full Scale Test;A Puri, HC Hardiyatmo, B Suhendro, A Rifa’i;The;17th FSTPT International Symposium, 739-750;3;2014;16095964291415905878;kNdYIx-mwKoC;wkFV3YEAAAAJ
42;Effect of pile connections on the performance of the nailed-slab system on the expansive soil;W Diana, HC Hardiyatmo, B Suhendro;International Journal of Geomate;12 (2), 134-141;1;2017;10564544944383464365;iH-uZ7U-co4C;wkFV3YEAAAAJ
43;Small-scale experimental investigation on the behaviour of nailed slab system in expansive soil;W Diana, HC Hardiyatmo, B Suhendro;AIP Conference Proceedings;1755 (1), 060002;1;2016;12301683663961056672;mVmsd5A6BfQC;wkFV3YEAAAAJ
44;Analisa dan Perancangan Fondasi I Edisi Kedua. Yogyakarta;H Christady Hardiyatmo;Gadja Mada University Press;;1;2011;6856400517022241940;Zph67rFs4hoC;wkFV3YEAAAAJ
45;Teknik Pondasi 11;HC Hardiyatmo;Edisi Pertama, Gadjah Mada University Press, Yogyakarta;;1;2010;15200222329562549532;35N4QoGY0k4C;wkFV3YEAAAAJ
46;Method of Calculations for the Deflections, Moments and Shears on Cakar Ayam System to Design Concrete Road Pavements;HC Hardiyatmo;lppmums;;1;2010;6392537752494067567;Se3iqnhoufwC;wkFV3YEAAAAJ
47;Mineralogical and Geochemical Control of Altered Andesitic Tuff upon Debris Slide Occurences at Pelangan Area, Southern Mountain of Lombok Island, Indonesia;D Winarti, D Karnawati, HC Hardiyatmo, S Srijono;Journal of Applied Geology;1 (1), 19-2;1;#N/A;13763407188674988054;hFOr9nPyWt4C;wkFV3YEAAAAJ
48;VALIDATING THE CURVE OF DISPLACEMENT FACTOR DUE TO FULL SCALE OF ONE PILE ROW NAILED-SLAB PAVEMENT SYSTEM;A Puri, HC Hardiyatmo, B Suhendro, A Rifa'i;INTERNATIONAL JOURNAL OF GEOMATE;17 (59), 181-188;0;2019;#N/A;RGFaLdJalmkC;wkFV3YEAAAAJ
49;Regional Landslide Potential Mapping in Earthquake-Prone Areas of Kepahiang Regency, Bengkulu Province, Indonesia;A Hadi, K Brotopuspito, S Pramumijoyo, H Hardiyatmo;Geosciences;8 (6), 219;0;2018;#N/A;isC4tDSrTZIC;wkFV3YEAAAAJ
50;FUEL TANK FOUNDATION IMPROVEMENT SYSTEM ON SOFT SOIL LAYER BASED ON 3D NUMERICAL SIMULATION;AY Purnama, A Rifa'i, HC Hardiyatmo;INTERNATIONAL JOURNAL OF GEOMATE;14 (41), 13-+;0;2018;#N/A;r0BpntZqJG4C;wkFV3YEAAAAJ
51;ANALISIS KEBUTUHAN DANA PEMELIHARAAN JALAN TERHADAP TINJAUAN KONDISI JALAN DAN PERTUMBUHAN LALU LINTAS PADA JALAN NASIONAL SEGMEN BATAS JAMBI-PADANG-TELUK BAYUR;O OPUKENIGARA;UNIVERSITAS ANDALAS;;0;2017;#N/A;e5wmG9Sq2KIC;wkFV3YEAAAAJ
52;METODE VACUUM PRELOADING SEBAGAI SALAH SATU ALTERNATIF SOLUSI PEMBANGUNAN TIMBUNAN DI ATAS TANAH LUNAK;HC Hardiyatmo;Teknologi Sipil;1 (1);0;2017;#N/A;70eg2SAEIzsC;wkFV3YEAAAAJ
53;PENGARUH TEKANAN KEKANG TERHADAP KAPASITAS DUKUNG SISTEM PELAT TERPAKU DALAM UJI DUA DIMENSI;EF Miranda, HC Hardiyatmo, TF Fathani;PROSIDING SEMINAR NASIONAL PENELITIAN DAN PENGABDIAN PADA MASYARAKAT;;0;2017;#N/A;4JMBOYKVnBMC;wkFV3YEAAAAJ
54;Investigation on the resistant of tropical residual soils as clay core of rock fill dams against hydraulic fracturing;D Djarwadi, S KB, B Suhendro, HC Hardiyatmo;Japanese Geotechnical Society Special Publication;2 (49), 1718-1722;0;2016;#N/A;4DMP91E08xMC;wkFV3YEAAAAJ
55;Alternatif Solusi Pembangunan Perkerasan Jalan Pada Subgrade Berdaya Dukung Rendah;HC Hardiyatmo;Infoteknik;1-12;0;2016;#N/A;-f6ydRqryjwC;wkFV3YEAAAAJ
56;Pull out Test of Single Pile Row Nailed-slab System on Soft Clay;A Puri, HC Hardiyatmo, B Suhendro, A Rifa’i;Proc. The;14th International Conference on Quality in Research (QiR …;0;2015;#N/A;QIV2ME_5wuYC;wkFV3YEAAAAJ
57;KAJIAN MODULUS REAKSI TANAH DASAR EKUIVALEN DAN TAHANAN GESEK TERMOBILISASI DENGAN PELAT BUJUR SANGKAR PADA SISTEM PELAT TERPAKU DI TANAH PASIR;PLW MUKTI;Universitas Gadjah Mada;;0;2015;#N/A;dhFuZR0502QC;wkFV3YEAAAAJ
58;Stress-path on the hydraulic fracturing test of the clay core of rock fill dams in the laboratory;D Djarwadi, KB Suryolelono, B Suhendro, HC Hardiyatmo;Procedia Engineering;125, 351-357;0;2015;#N/A;3fE2CSJIrl8C;wkFV3YEAAAAJ
59;UJI KAP ASIT AS TARIK PADA MODEL FOND AS I TIANG APUNG;HP Rihardjo, HC Hardiyatmo, B Suhendro;Forum Teknik Sipil;16 (2006);0;2006;#N/A;WF5omc3nYNoC;wkFV3YEAAAAJ
60;Pengaruh Tebal Pasir Terhadap Mobilisasi Friksi Pada Bidang Kontak Pasir Dan Geotekstil Niranyam;A Puri, HC Hardiyatmo;Media Teknik;26 (2004);0;2004;#N/A;M3ejUd6NZC8C;wkFV3YEAAAAJ
61;PENGARUH SPASI ANTAR LEMBAR PERKUATAN TERHADAP KARAKTERISTIK KEKUATAN PASIR YANG DIPERKUAT= Effects of Reinforcement Fabric Spacing Due to The Strength Characteristics of …;A Puril, HC Hardiyatmo, B Suhendro;Teknosains;17 (2004);0;2004;#N/A;_FxGoFyzp5QC;wkFV3YEAAAAJ
62;Perilaku lintasan tegangan (Stress Path) pada tanah gambut Rawaseragi Lampung;W Fachnurozi, HC Hardiyatmo, KB Suryolelono;Teknosains;16 (2003);0;2003;#N/A;bEWYMUwI8FkC;wkFV3YEAAAAJ
63;FONDASI TIANG DENGAN PILE CAP TIPIS SEBAGAI ALTERNATIF UNTUK MENGATASI PROBLEM BANGUNAN DI ATAS TANAH LUNAK;HC Hardiyatmo, B Suhendro;text;;0;2002;#N/A;0EnyYjriUFMC;wkFV3YEAAAAJ
64;Perancangan Pelat Fondasi Sistem Cakar Ayam Dengan Metoda Balok PAda Fondasi Elastis;HC Hardiyatmo;Forum Teknik;24 (2000);0;2000;#N/A;UebtZRa9Y70C;wkFV3YEAAAAJ
65;Perilaku fondasi cakar ayam pada model di laboratorium kontribusi untuk perancangan: laporan penelitian hibah bersaing VII/I perguruan tinggi, tahun anggaran 1998/1999;HC Hardiyatmo;Lembaga Penelitian, Universitas Gadjah Mada;;0;1999;#N/A;8k81kl-MbHgC;wkFV3YEAAAAJ
66;Laboratory Pullout Tests On The Wire Mat Reinforcements With Weathered Clay As Backfill Material;HC Hardiyatmo;Forum Teknik;22 (1998);0;1998;#N/A;5nxA0vEk-isC;wkFV3YEAAAAJ
67;Penurunan timbunan tanah bertulang yang dibangun di atas tanah lunak;HC Hardiyatmo;Forum Teknik;22 (1998);0;1998;#N/A;LkGwnXOMwfcC;wkFV3YEAAAAJ
68;Uji cabut jaringan tulangan baja untuk perencanaan struktur tanah bertulang ('reinforced earth');HC Hardiyatmo;Media Teknik;12 (1990);0;1990;#N/A;4TOpqqG69KYC;wkFV3YEAAAAJ
69;ANALISIS SEBAB-SEBAB KERUSAKAN PERKERASAN DAN ALTERNATIF PENANGANAN PADA JALAN AKSES PUSAT MISI PEMELIHARAAN PERDAMAIAN SENTUL–BOGOR;MR Chandra, HC Hardiyatmo;;;0;#N/A;#N/A;k_IJM867U9cC;wkFV3YEAAAAJ
70;EVALUASI SEBAB KERUSAKAN PERKERASAN LENTUR LINTAS SELATAN JAWA TENGAH (RUAS JALAN KUTOWINANGUN-PREMBUN);A Adhitama, HC Hardiyatmo;;;0;#N/A;#N/A;j3f4tGmQtD8C;wkFV3YEAAAAJ
