no;title;author;journal;number;cites;year;cid;pubid;id
1;MANAJEMEN SUMBER DAYA MANUSIA I;SHSE MM;;;5753;1985;14856462892200183024;rO6llkc54NcC;UWGSThwAAAAJ
2;Manajemen;TH Handoko;BPFE;;2565;1986;17933831169227303196,10354597285788988211;9yKSN-GCB0IC;UWGSThwAAAAJ
3;Manajemen;TH Handoko;BPFE;;1803;1986;17933831169227303196;u5HHmVD_uO8C;UWGSThwAAAAJ
4;Manajemen pemasaran: Analisa perilaku konsumen;B Swastha, TH Handoko;BPFE, Yogyakarta;;954;2000;17043932145640393894;u-x6o8ySG0sC;UWGSThwAAAAJ
5;Dasar-dasar manajemen produksi dan operasi;TH Handoko;BPFE;;698;1984;648008441657926060;d1gkVwhDpl0C;UWGSThwAAAAJ
6;Manajemen sumber daya manusia;TH Handoko;Yogyakarta: BPFE;;588;2001;15933652924013649516;3htObqc8RwsC;UWGSThwAAAAJ
7;Manajemen pemasaran analisis perilaku konsumen;BS Dharmmesta, TH Handoko;Edisi Pertama, Cetakan Keempat, Penerbit BPFE, Yogyakarta;;521;2008;16809829927292266005;fFSKOagxvKUC;UWGSThwAAAAJ
8;Manajemen pemasaran;B Swastha, TH Handoko;Edisi Kedua. Cetakan Kedelapan. Jakarta: Penerbit Liberty;;425;2002;15358019405980743177;uLbwQdceFCQC;UWGSThwAAAAJ
9;Manajemen personalia dan sumber daya manusia, edisi kedua;TH Handoko;Yogyakarta: BPFE;;329;2001;12208115720771875671;D03iK_w7-QYC;UWGSThwAAAAJ
10;Manajemen Personalia dan Sumber Daya Manusia Edisi 2;TH Handoko;Yogyakarta: BPFE;;309;2001;11829981932054502714;mNrWkgRL2YcC;UWGSThwAAAAJ
11;Manajemen edisi kedua;TH Handoko;BPFE. Yogyakarta;;205;2003;6243144697796748299;qjMakFHDy7sC;UWGSThwAAAAJ
12;Dasar-dasar operations research;P Subagyo, M Asri, TH Handoko;BPFE;;148;1993;730509898982008396;UeHWp8X0CEIC;UWGSThwAAAAJ
13;Organisasi Perusahaan Teori struktur dan perilaku;S Reksohadiprodjo, TH Handoko;Edisi Kedua, cetakan Ketigabelas, BPFE Yogyakarta;;144;2001;240081586948095470;2osOgNQ5qMEC;UWGSThwAAAAJ
14;Manajemen personalia;TH Handoko;BPFE Yogyakarta, Yogyakarta;;137;2008;15730870611596292331;umqufdRvDiIC;UWGSThwAAAAJ
15;Hani. 2001;T Handoko;Manajemen Personalia dan Sumber Daya Manusia. Yogyakarta: BPFE;;134;#N/A;6925300774295099203;yD5IFk8b50cC;UWGSThwAAAAJ
16;Hani. 2001;T Handoko;Manajemen Personalia dan Sumber Daya Manusia. Yogyakarta: BPFE;;134;#N/A;6925300774295099203;IjCSPb-OGe4C;UWGSThwAAAAJ
17;Manajemen personalia dan manajemen sumber daya manusia;TH Handoko;Yogyakarta: BPFE;;128;2000;15166929823902266403;ODE9OILHJdcC;UWGSThwAAAAJ
18;Organisasi perusahaan;S Reksohadiprodjo, TH Handoko;Yogyakarta: BPFE;;102;2001;2288605124510769895;IRz6iEL74y4C;UWGSThwAAAAJ
19;T. 2000;H Handoko;Manajemen Personalia dan Sumber Daya Manusia;;91;#N/A;3920987890943693659;TIZ-Mc8IlK0C;UWGSThwAAAAJ
20;Manajemen Personalia dan SDM;TH Handoko;Yogyakarta: BPFE;;85;2001;995069370040091407;_5tno0g5mFcC;UWGSThwAAAAJ
21;Training management: a multi-disciplinary approach to human resources development in Southern Africa;PS Van Dyk, PS Nel, P van Zyl Loedolff;Southern Book Publishers;;83;1992;16897017629669174412;_axFR9aDTf0C;UWGSThwAAAAJ
22;Manajemen Personalia dan Sumber Daya Manusia;T Hani Handoko;Edisi kedua. Yogyakarta: BPFE;;72;2001;15590914368566743108;OR75R8vi5nAC;UWGSThwAAAAJ
23;Dasar-Dasar Manajemen Produksi Dan Operasi, Edisi 1;TH Handoko;Yogyakarta: BPFE;;71;2000;11575425651623739712;HIFyuExEbWQC;UWGSThwAAAAJ
24;Manajemen pemasaran;BS Dharmmesta;Universitas Terbuka;2 (658.8), 1-38;63;2014;10584780957960521081;DUooU5lO8OsC;UWGSThwAAAAJ
25;Pengantar Manajemen;TH Handoko;Yogyakarta: BPFE;;58;1995;4023857622776239582;Ri6SYOTghG4C;UWGSThwAAAAJ
26;Manajemen edisi ke-2;TH Handoko;Yogyakarta: BPFE;;56;2003;1872780001948918557;r_AWSJRzSzQC;UWGSThwAAAAJ
27;Manajemen pemasaran: Analisa perilaku konsumen;S Basu, H Hani;Edisi Pertama, Cetakan Ketiga, BPFE-Yogyakarta;;55;2000;2444547166625443273;ZuybSZzF8UAC;UWGSThwAAAAJ
28;Organisasi perusahaan: teori, struktur dan perilaku;R Sukanto, TH Handoko;Yogyakarta: BPFE;;54;2000;9491196892090366657;HeT0ZceujKMC;UWGSThwAAAAJ
29;Manajemen. Cetakan Kedelapanbelas;TH Handoko;Yogyakarta: BPFE;;52;2003;4164040022151219472;Aul-kAQHnToC;UWGSThwAAAAJ
30;Manajemen dan Sumber Daya Manusia;TH Handoko;Yogyakarta: Penerbit Liberty;;50;1997;7359549448692121165;u-coK7KVo8oC;UWGSThwAAAAJ
31;Manajemen Barang dalam Pemasaran;B Swastha, TH Handoko;Cetakan Kedua BPFE, Yogjakarta;;45;2000;7539946471718311909;lSLTfruPkqcC;UWGSThwAAAAJ
32;Organisasi Perusahaan;HT Handoko, R Sukanto;Edisi kedua Yogyakarta: BPFE;;37;1996;11174955320246115596;zYLM7Y9cAGgC;UWGSThwAAAAJ
33;T. 1998;H Handoko;Manajemen Edisi;;36;#N/A;10790994852267225385;a0OBvERweLwC;UWGSThwAAAAJ
34;Kepemimpinan transformasional dan pemberdayaan;H Handoko, F Tjiptono;Journal of Indonesian Economy and Business;11 (1);29;1996;4018768654390730552;pyW8ca7W8N0C;UWGSThwAAAAJ
35;Hani, 1998;T Handoko;Manajemen Persoalia dan Sumber Daya Manusia, Liberty, Yogyakarta;;29;#N/A;9627615393136510833;gsN89kCJA0AC;UWGSThwAAAAJ
36;Manajemen Pemasaran: Analisa Perilaku Konsumen, edisi pertama, cetakan keempat;SB Dharmestha, TH Handoko;BPFE, Yogyakarta;;25;2008;2278312626884826862;WJVC3Jt7v1AC;UWGSThwAAAAJ
37;H. 2001;T Handoko;Manajemen Personalia dan Sumber Daya Manusia;;25;#N/A;8363487780770046381;a3BOlSfXSfwC;UWGSThwAAAAJ
38;Manajemen personalia dan sumber daya manusia edisi ketujuh;H Handoko;Yoyakarta: Penerbit BPFE;;24;2001;17321756292594860648;yMeIxYmEMEAC;UWGSThwAAAAJ
