no;title;author;journal;number;cites;year;cid;pubid;id
1;Ekonomi pembangunan;L Arsyad;Bag. Penerb. Sekolah Tinggi Ilmu Ekonomi-YKPN;;1616;1988;2725986541713610807,9367937300546380600;u5HHmVD_uO8C;1BtzlhgAAAAJ
2;Pengantar perencanaan dan pembangunan ekonomi daerah;L Arsyad;BPFE, Yogyakarta;;1046;1999;1950862476926082431;u-x6o8ySG0sC;1BtzlhgAAAAJ
3;Ekonomi Pembangunan, Edisi Kelima;L Arsyad;Yogyakarta: UPP STIM YKPN;;170;2010;10881141793822388936;RJOyoaXV5v8C;1BtzlhgAAAAJ
4;Peramalan bisnis;L Arsyad;BPFE, Yogyakarta;;137;2001;9712195988573070619;d1gkVwhDpl0C;1BtzlhgAAAAJ
5;Petani desa dan kemiskinan;H Prayitno, L Arsyad;BPFE, Yogyakarta;;118;1987;13636782664681954335;2osOgNQ5qMEC;1BtzlhgAAAAJ
6;Ekonomi Pembangunan, edisi keempat;L Arsyad;Sekolah Tinggi Ilmu Ekonomi. Yogyakarta;;96;1999;9123914653187459729;2ywjKiB__4kC;1BtzlhgAAAAJ
7;Lembaga keuangan mikro: institusi, kinerja, dan sustanabilitas;L Arsyad;Andi Offset Yogyakarta;;95;2008;16927729807341354633;UeHWp8X0CEIC;1BtzlhgAAAAJ
8;Ekonomi Manajerial-3/E.;L Arsyad;BPFE, Yogyakarta;;94;1996;7490503636375394852;9yKSN-GCB0IC;1BtzlhgAAAAJ
9;Ekonomi Pembangunan edisi ke-4;L Arsyad;Penerbit STIE YKPN, Yogyakarta;;59;1999;2556021495733809194;eGYfIraVYiQC;1BtzlhgAAAAJ
10;Metodologi Penelitian untuk Ekonomi dan Bisnis;Soeratno, L Arsyad;UPP STIM YKPN, Yogyakarta;;55;2003;10606662110268345066;qwy9JoKyICEC;1BtzlhgAAAAJ
11;An Assessment of Microfinance Institution Performance.;L Arsyad;Gadjah Mada International Journal of Business;7 (3);45;2005;14357730469140701416;qjMakFHDy7sC;1BtzlhgAAAAJ
12;Ekonomi Manajerial: Ekonomi Mikro Terapan Untuk Manajemen Bisnis;L Arsyad;BPFE Yogyakarta. Yogyakarta;;42;2008;9466489404824966090;IjCSPb-OGe4C;1BtzlhgAAAAJ
13;ASSESSING FACTORS AFFECTING THE REPAYMENT RATE OF MICROFINANCE INSTITUTIONS.;L Arsyad;Gadjah Mada International Journal of Business;8 (2);24;2006;17999309296224922403;Tyk-4Ss8FVUC;1BtzlhgAAAAJ
14;An assessment of performance and sustainability of Microfinance Institutions: A case study of Village credit institutions in Gianyar, Bali, Indonesia;L Arsyad;Flinders University, Faculty of Social Sciences.;;22;2005;15539698194207891468;zYLM7Y9cAGgC;1BtzlhgAAAAJ
15;INSTITUTIONS DO REALLY MATTER: IMPORTANT LESSONS;L Arsyad;Jurnal Ekonomi dan Bisnis Indonesia;20 (2005);19;2005;6237548994562949965;Y0pCki6q_DkC;1BtzlhgAAAAJ
16;Strategi Pembangunan Perdesaan Berbasis Lokal;L Arsyad, E Satriawan, J Mulyo, A Fitrady;UPP STIM YKPN, Yogyakarta;;16;2011;12975049679585652738;YsMSGLbcyi4C;1BtzlhgAAAAJ
17;Ekonomika Industri: Pendekatan Struktur, Perilaku, dan Kinerja;L Arsyad;UPP STIM YKPN, Yogyakarta;;14;2014;10461446391610621867;LkGwnXOMwfcC;1BtzlhgAAAAJ
18;Memahami Masalah Kemiskinan di Indonesia: Suatu Pengantar;L Arsyad;Jurnal Ekonomi dan Bisnis Indonesia;7;8;1992;11497279078832008963;W7OEmFMy1HYC;1BtzlhgAAAAJ
19;Faktor-Faktor Yang Mempengaruhi Tingkat Kemiskinan di Provinsi Maluku Utara, 2006-2011;ZH Tukuboya, L Arsyad;Text;;4;2013;72998706570578725;WF5omc3nYNoC;1BtzlhgAAAAJ
20;Modified Agglomerative Clustering with Location Quotient for Identification of Regional Potential Sector;TBA Munandar, Azhari, A Musdholifah, L Arsyad;Journal of Theoretical & Applied Information Technology;95, 1191-1199;3;2017;641213539457395463;738O_yMBCRsC;1BtzlhgAAAAJ
21;Analisis Faktor-faktor yang Mempengaruhi Kedalaman Jangkauan (Depth of Outreach) Lembaga Keuangan Mikro di Kabupaten Sleman;P Handayani, L Arsyad;;;3;2014;1171228149877523041;mB3voiENLucC;1BtzlhgAAAAJ
22;Analisis strategi penghimpunan wakaf uang tunai:: Studi kasus Badan wakaf uang tunai Majelis Ulama Indonesia Yogyakarta;J Faradis, L Arsyad;Universitas Gadjah Mada;;3;2010;16696606175605113678;roLk4NBRz8UC;1BtzlhgAAAAJ
23;Ekonomi mikro: ringkasan teori dan soal jawab;L Arsyad;BPFE;;3;1987;584529020917765970;wE-fMHVdjMkC;1BtzlhgAAAAJ
24;STRATEGI PEMASARAN SWALAYAN PAMELLA DALAM PERSPEKTIF ISLAM (Studi Kasus Swalayan Pamella Yogyakarta Tahun 2010);AR Sunjoto;JESI (Jurnal Ekonomi Syariah Indonesia);1 (2), 45-64;2;2016;5028207906131810963;NMxIlDl6LWMC;1BtzlhgAAAAJ
25;FAKTOR-FAKTOR YANG MEMPENGARUHI FOREIGN DIRECT INVESTMENT DI INDONESIA, 2008-2013;N Utami;Universitas Gadjah Mada;;2;2014;13404318796589149710;vV6vV6tmYwMC;1BtzlhgAAAAJ
26;Pengaruh Inventarisasi Dan Penilaian Aset Tetap/Barang Milik Daerah Terhadap Persepsi Penyajian Nilai Wajar Neraca Di Pemerintah Kota Banjarbaru;R Ristiasiri;Universitas Gadjah Mada;;2;2014;513898046669327685;3fE2CSJIrl8C;1BtzlhgAAAAJ
27;Preferensi konsumen dalam membeli rumah di wilayah perkotaan Kabupaten Sleman;N Triwahyuningsih;Universitas Gadjah Mada;;2;2007;2925071335049509693;ufrVoPGSRksC;1BtzlhgAAAAJ
28;An Assessment of Performance and Sustainability of Microfinance Institutions;L Arsyad;A Case Study of Village Credit Institutions in Gianyar, Bali, Indonesia …;;2;2005;14148579434845683083;_FxGoFyzp5QC;1BtzlhgAAAAJ
29;The impact of social safety net scholarships program to school dropout rates in Indonesia: The intention-to-treat analysis;B Kharisma, E Satriawan, L Arsyad;The Journal of Developing Areas;51 (4), 303-316;1;2017;15728817096344398962;AYInfyleIOsC;1BtzlhgAAAAJ
30;DAMPAK EKONOMI DAN KESEJAHTERAAN DARI UPAH MINIMUM DI INDONESIA;IDA BUDIATY, M SE, L Arsyad, DP Purbasari;Universitas Gadjah Mada;;1;2015;17151538994771853797;Wq2b2clWBLsC;1BtzlhgAAAAJ
31;Competition Act and Roles and Authorities of Competition Commission: Perception of Academicians of Indonesia and Malaysia;H Haron, NNM Ishak, I Ismail, L Arsyad;International Journal of Business and Society;14 (3), 390-411;1;2013;14016046744306095734;2P1L_qKh6hAC;1BtzlhgAAAAJ
32;The Response of Performance to Merger Strategy in Indonesian Banking Industry: Analyses on Bank Mandiri, Bank Danamon, and Bank Permata;M Lestari, L Arsyad;Gadjah Mada International Journal of Business;12 (2), 231-255;1;2010;8722955960442005124;3s1wT3WcHBgC;1BtzlhgAAAAJ
