no;title;author;journal;number;cites;year;cid;pubid;id
1;Analisis laporan keuangan;MM Hanafi, A Halim;Edisi Revisi. Yogyakarta: UPP AMP YKPN;;1907;2003;7314912818729625024;tuHXwOkdijsC;vQLxLkoAAAAJ
2;Analisis investasi;A Halim;Jakarta: Salemba Empat;;1290;2005;16014867663296096712;jL-93Qbq4QoC;vQLxLkoAAAAJ
3;Analisis investasi;A Halim;Jakarta: Salemba Empat;;1290;2005;16014867663296096712;4xDN1ZYqzskC;vQLxLkoAAAAJ
4;Analisis investasi;A Halim;Jakarta: Salemba Empat;;1290;2005;16014867663296096712;MLfJN-KU85MC;vQLxLkoAAAAJ
5;Auditing (dasar-dasar audit laporan keuangan);A Halim;UUP STIM;;429;2008;9493858208783305096;k8Z6L05lTy4C;vQLxLkoAAAAJ
6;Bunga rampai manajemen keuangan daerah;A Halim;Edisi Pertama. Yogyakarta: UPP AMP YKPN;;324;2001;8489792609134004011;4X0JR2_MtJMC;vQLxLkoAAAAJ
7;Bunga rampai manajemen keuangan daerah;A Halim;Edisi Pertama. Yogyakarta: UPP AMP YKPN;;324;2001;8489792609134004011;F1b5ZUV5XREC;vQLxLkoAAAAJ
8;Bunga rampai manajemen keuangan daerah;A Halim;Edisi Pertama. Yogyakarta: UPP AMP YKPN;;324;2001;8489792609134004011;artPoR2Yc-kC;vQLxLkoAAAAJ
9;Manajemen Keuangan Bisnis;A Halim;Bogor: Ghalia Indonesia;;310;2007;13578862568400915696;M7yex6snE4oC;vQLxLkoAAAAJ
10;Pengelolaan Keuangan Daerah;A Halim, T Damayanti;Yogyakarta: UPP STIM YKPN;;256;2007;13738943729638958911;e_rmSamDkqQC;vQLxLkoAAAAJ
11;Pengelolaan Keuangan Daerah;A Halim, T Damayanti;Yogyakarta: UPP STIM YKPN;;256;2007;13738943729638958911;LI9QrySNdTsC;vQLxLkoAAAAJ
12;Akuntansi Manajemen;A Halim, B Supomo;Edisi Pertama;;248;2005;7414943429286856686;a3BOlSfXSfwC;vQLxLkoAAAAJ
13;Akuntansi Manajemen;A Halim, B Supomo;Edisi Pertama;;248;2005;7414943429286856686;r_AWSJRzSzQC;vQLxLkoAAAAJ
14;Akuntansi Manajemen;A Halim, B Supomo;Edisi Pertama;;248;2005;7414943429286856686;kz9GbA2Ns4gC;vQLxLkoAAAAJ
15;Hubungan dan Masalah Keagenan di Pemerintah Daerah;A Halim, S Abdullah;Jurnal Akuntansi Pemerintah;2 (1), 53-64;211;2010;2834174614360781173;PVgj2kMGcgYC;vQLxLkoAAAAJ
16;Hubungan dan Masalah Keagenan di Pemerintah Daerah;A Halim, S Abdullah;Jurnal Akuntansi Pemerintah;2 (1), 53-64;211;2010;2834174614360781173;a9-T7VOCCH8C;vQLxLkoAAAAJ
17;Hubungan dan Masalah Keagenan di Pemerintah Daerah;A Halim, S Abdullah;Jurnal Akuntansi Pemerintah;2 (1), 53-64;211;2010;2834174614360781173;NXb4pA-qfm4C;vQLxLkoAAAAJ
18;Hubungan dan Masalah Keagenan di Pemerintah Daerah;A Halim, S Abdullah;Jurnal Akuntansi Pemerintah;2 (1), 53-64;211;2010;2834174614360781173;i2xiXl-TujoC;vQLxLkoAAAAJ
19;Hubungan dan Masalah Keagenan di Pemerintah Daerah;A Halim, S Abdullah;Jurnal Akuntansi Pemerintah;2 (1), 53-64;211;2010;2834174614360781173;VaXvl8Fpj5cC;vQLxLkoAAAAJ
20;Hubungan dan Masalah Keagenan di Pemerintah Daerah;A Halim, S Abdullah;Jurnal Akuntansi Pemerintah;2 (1), 53-64;211;2010;2834174614360781173;lmc2jWPfTJgC;vQLxLkoAAAAJ
21;Analisis Laporan Keuangan;MH Mamduh, A Halim;YKPN, Yogyakarta;;196;2003;11708089039712202802;ALROH1vI_8AC;vQLxLkoAAAAJ
22;Pengaruh dana alokasi umum (DAU) dan pendapatan asli daerah (PAD) terhadap belanja pemerintah daerah: Studi kasus kabupaten/kota di Jawa dan Bali;S Abdullah, A Halim;Proceeding Simposium Nasional Akuntansi VI;16-17;178;2003;6054405775800667757;oNZyr7d5Mn4C;vQLxLkoAAAAJ
23;Analisis Laporan Keuangan;A Halim, MM Hanafi;Edisi Empat. Jakarta: Unit Penerbit dan Percetakan Sekolah Tinggi Ilmu …;;133;2009;10371227933040423765;lgwcVrK6X84C;vQLxLkoAAAAJ
