no;title;author;journal;number;cites;year;cid;pubid;id
1;Structural ion selectivity of thia crown ether compounds with a bulky block subunit and their application as an ion-sensing component for an ion-selective electrode;D Siswanta, K Nagatsuka, H Yamada, K Kumakura, H Hisamoto, Y Shichi, ...;Analytical chemistry;68 (23), 4166-4172;114;1996;13423915243999099616;qjMakFHDy7sC;1qTW1bIAAAAJ
2;Design and synthesis of calcium and magnesium ionophores based on double-armed diazacrown ether compounds and their application to an ion sensing component for an ion-selective …;K Suzuki, K Watanabe, Y Matsumoto, M Kobayashi, S Sato, D Siswanta, ...;Analytical Chemistry;67 (2), 324-334;110;1995;16106624271793070539;UeHWp8X0CEIC;1qTW1bIAAAAJ
3;Design and synthesis of sodium ion-selective ionophores based on 16-crown-5 derivatives for an ion-selective electrode;K Suzuki, K Sato, H Hisamoto, D Siswanta, K Hayashi, N Kasahara, ...;Analytical chemistry;68 (1), 208-215;77;1996;126263522071247211;IjCSPb-OGe4C;1qTW1bIAAAAJ
4;Anion selective polymeric membrane electrodes based on metallocenes;H Hisamoto, D Siswanta, H Nishihara, K Suzuki;Analytica chimica acta;304 (2), 171-176;69;1995;16725316209313106528;zYLM7Y9cAGgC;1qTW1bIAAAAJ
5;Molecular design, characterization, and application of multi-information dyes for multi-dimensional optical chemical sensing. Molecular design concepts of the dyes and their …;H Hisamoto, H Tohma, T Yamada, K Yamauchi, D Siswanta, N Yoshioka, ...;Analytica chimica acta;373 (2-3), 271-289;64;1998;12172039529962909176;Tyk-4Ss8FVUC;1qTW1bIAAAAJ
6;Chitin–humic acid hybrid as adsorbent for Cr (III) in effluent of tannery wastewater treatment;SJ Santosa, D Siswanta, S Sudiono, R Utarianingrum;Applied Surface Science;254 (23), 7846-7850;53;2008;4509694802448975361;0EnyYjriUFMC;1qTW1bIAAAAJ
7;Design and synthesis of a more highly selective ammonium ionophore than nonactin and its application as an ion-sensing component for an ion-selective electrode;K Suzuki, D Siswanta, T Otsuka, T Amano, T Ikeda, H Hisamoto, ...;Analytical chemistry;72 (10), 2200-2205;49;2000;16182092291799002814;YsMSGLbcyi4C;1qTW1bIAAAAJ
8;Silver ion selective optodes based on novel thia ether compounds;H Hisamoto, E Nakagawa, K Nagatsuka, Y Abe, S Sato, D Siswanta, ...;Analytical Chemistry;67 (8), 1315-1321;47;1995;13387092643421162624;Y0pCki6q_DkC;1qTW1bIAAAAJ
9;Flow-through type calcium ion selective optodes based on novel neutral ionophores and a lipophilic anionic dye;H Hisamoto, K Watanabe, E Nakagawa, D Siswanta, Y Shichi, K Suzuki;Analytica chimica acta;299 (2), 179-187;44;1994;10436264890057100370;W7OEmFMy1HYC;1qTW1bIAAAAJ
10;Hybrid of chitin and humic acid as high performance sorbent for Ni (II);SJ Santosa, D Siswanta, A Kurniawan, WH Rahmanto;Surface Science;601 (22), 5155-5161;38;2007;2113450709434247661;5nxA0vEk-isC;1qTW1bIAAAAJ
11;Synthesis and utilization of chitin–humic acid hybrid as sorbent for Cr (III);SJ Santosa, D Siswanta, S Sudiono, M Sehol;Surface Science;601 (22), 5148-5154;30;2007;16598578643127678306;8k81kl-MbHgC;1qTW1bIAAAAJ
12;Novel neutral anion ionophores based on fluorinated (poly) ether compounds as a sensory molecule for an ion-selective electrode;D Siswanta, J Takenaka, T Suzuki, H Sasakura, H Hisamoto, K Suzuki;Chemistry letters;26 (3), 195-196;21;1997;18436034084072502280;WF5omc3nYNoC;1qTW1bIAAAAJ
13;Theory and practice of rapid flow-through analysis based on ion-selective optode detection and its application to sodium ion determination;H Hisamoto, S Satoh, K Satoh, M Tsubuku, D Siswanta, Y Shichi, Y Koike, ...;Analytica chimica acta;396 (2-3), 131-141;18;1999;3006153935727202513;ufrVoPGSRksC;1qTW1bIAAAAJ
14;Novel Hg2+-Ionophores Based on N-Hydroxylamide Derivatives as a Sensory Molecule for an Ion-Selective Electrode;D Siswanta, M Kin, H Hisamoto, K Suzuki;Chemistry letters;25 (11), 1011-1012;18;1996;14957730399341904243;eQOLeE2rZwMC;1qTW1bIAAAAJ
15;Isolation and antibacterial activity test of lauric acid from crude coconut oil (Cocos nucifera L.);FO Nitbani, D Siswanta, EN Solikhah;Procedia Chemistry;18, 132-140;17;2016;5325752909887200377;08ZZubdj9fEC;1qTW1bIAAAAJ
16;Synthesis and characterizatation of magnetite nanoparticle coated humic acid (Fe3O4/HA);S Koesnarpadi, SJ Santosa, D Siswanta, B Rusdiarso;Procedia Environmental Sciences;30, 103-108;15;2015;5489798634247142622;NMxIlDl6LWMC;1qTW1bIAAAAJ
17;The influence of PVA. cl. citric acid/chitosan membrane hydrophicility on the transport of creatinine and urea;RA Lusiana, D Siswanta, M Mudasir, T Hayashita;Indonesian Journal of Chemistry;13 (3), 262-270;14;2013;382864327788446692;35N4QoGY0k4C;1qTW1bIAAAAJ
18;The influence of PVA. cl. citric acid/chitosan membrane hydrophicility on the transport of creatinine and urea;RA Lusiana, D Siswanta, M Mudasir, T Hayashita;Indonesian Journal of Chemistry;13 (3), 262-270;14;2013;382864327788446692;7PzlFSSx8tAC;1qTW1bIAAAAJ
19;KINETICS AND EQUILIBRIUM MODEL OF Pb (II) AND Cd (II) ADSORPTION ONTO TETRAKIS-THIOMETHYL-C-4-METHOXYPHENYLCALIX [4] RESORCINARENE;SB Utomo, D Siswanta;Indo. J. Chem;49-56;13;2012;3726865155699686920;KlAtU1dfN6UC;1qTW1bIAAAAJ
20;Adsorption characteristics of Pb (II) and Cr (III) onto C-methylcalix [4] resorcinarene;J Jumina, RE Sarjono, D Siswanta, SJ Santosa, K Ohto;Journal of the Korean Chemical Society;55 (3), 454-462;13;2011;9307527091042361545;MXK_kJrjxJIC;1qTW1bIAAAAJ
21;Magnesium ion-selective optodes based on a neutral ionophore and a lipophilic cationic dye;D Siswanta, H Hisamoto, S Sato, Y Matsumoto, Y Koike, S Yamamori, ...;Analytical sciences;13 (3), 429-435;13;1997;9343993794040525500;LkGwnXOMwfcC;1qTW1bIAAAAJ
22;In vitro hemocompatibility of PVA-alginate ester as a candidate for hemodialysis membrane;C Amri, M Mudasir, D Siswanta, R Roto;International journal of biological macromolecules;82, 48-53;12;2016;11178797085405280943;4TOpqqG69KYC;1qTW1bIAAAAJ
23;Grafting of Chloroacetic Acid on EGDE Cross-Linked Chitosan to Enhance Stability and Adsorption Capacity For Pb (II) Ions;A Masykur, SJ Santosa, D Siswanta, J Jumina;Indonesian Journal of Chemistry;14 (1), 63-70;11;2014;17625578341481346488,13950393547511571847;RHpTSmoSYBkC;1qTW1bIAAAAJ
24;Selective Transport of Fe (III) Using Polyeugenol as Functional Polymer with Ionic Imprinted Polymer Membrane Methode;MC Djunaidi;Asian Journal of Chemistry;27 (12), 4553-4562;10;2015;3335824683827887519;QIV2ME_5wuYC;1qTW1bIAAAAJ
25;The synthesis of carboxymethyl chitosan-pectin film as adsorbent for lead (II) metal.;B Hastuti, D Siswanta;International Journal of Chemical Engineering and Applications;4 (6), 349-353;10;2013;13192050682131672333;HDshCWvjkbEC;1qTW1bIAAAAJ
26;Adsorption of gold (III) on ionic imprinted amino-silica hybrid prepared from rice hull ash;SCW Sakti, D Siswanta;Pure and Applied Chemistry;85 (1), 211-223;10;2012;13966800038380153135;YOwf2qJgpHMC;1qTW1bIAAAAJ
27;Transport of phenol through inclusion polymer membrane (PIM) using copoly (eugenol-DVB) as membrane carriers;AA Kiswandono, D Siswanta, NH Aprilita, SJ Santosa;Indonesian Journal of Chemistry;12 (2), 105-112;10;2012;4125411717307215499;Zph67rFs4hoC;1qTW1bIAAAAJ
28;Synthesis of Fe Ionic-Imprinted Polyeugenol Using Polyethylene Glycol Diglycidilether as Cross-Linking Agent for Sorption of Fe (III);MC Djunaidi, J Jumina, D Siswanta, M Ulbricht;Indones. J. Chem;15 (3), 305-314;9;2015;20372984436138914;dhFuZR0502QC;1qTW1bIAAAAJ
29;Adsorption Characteristics of Pb (II) and Cr (III) onto C‐4‐Methoxyphenylcalix [4] Resorcinarene in Batch and Fixed Bed Column Systems;RE Sarjono, B Paramitha, I Hendaryani, D Siswanta, SJ Santosa, ...;Journal of the Chinese Chemical Society;54 (5), 1167-1178;9;2007;3112009570263958301;aqlVkmm33-oC;1qTW1bIAAAAJ
30;Synthesis and characterization of magnetites obtained from mechanically and sonochemically assissted co-precipitation and reverse co-precipitation methods;T Sulistyaningsih, SJ Santosa, D Siswanta, B Rusdiarso;Int J Mater, Mech Manuf;5 (1), 16-9;8;2017;11347773981054628674;q3oQSFYPqjQC;1qTW1bIAAAAJ
31;Preparation of citric acid crosslinked chitosan/poly (vinyl alcohol) blend membranes for creatinine transport;RA Lusiana, D Siswanta, M Mudasir;Indonesian Journal of Chemistry;16 (2), 144-150;8;2016;16116691122105658047;b0M2c_1WBrUC;1qTW1bIAAAAJ
