no;title;author;journal;number;cites;year;cid;pubid;id
1;Dasar-dasar pragmatik;IDP Wijana;Andi Offset;;775;1996;15658995947967518479;u5HHmVD_uO8C;lfVxNBsAAAAJ
2;Analisis wacana pragmatik: Kajian teori dan analisis;IDP Wijana, M Rohmadi;Yuma Pustaka;;320;2010;8668572360789825222;u-x6o8ySG0sC;lfVxNBsAAAAJ
3;Sosiolinguistik: Kajian teori dan analisis;IDP Wijana, M Rohmadi;Pustaka Pelajar;;237;2006;13954981754392533118;d1gkVwhDpl0C;lfVxNBsAAAAJ
4;Kartun: studi tentang permainan bahasa;IDP Wijana;Ombak;;103;2003;3693099471520278365;9yKSN-GCB0IC;lfVxNBsAAAAJ
5;Semantik: Teori dan Analisis;IDP Wijana;;;82;2008;14787801603993460540;2osOgNQ5qMEC;lfVxNBsAAAAJ
6;Analisis Wacana Pragmatik;I Wijana, D Putu, M Rohmadi;Surakarta: Yuma Pustaka;;81;2009;4735597095624423545;bKqednn6t2AC;lfVxNBsAAAAJ
7;Pengantar semantik bahasa Indonesia;IDP Wijana;Program Studi S;S2 Linguistik, Fakultas Ilmu Budaya, Universitas Gadjah Mada;46;2015;13622407664321204787;UeHWp8X0CEIC;lfVxNBsAAAAJ
8;dewa Putu. 1996;I Wijana;Dasar-dasar Pragmatik;;31;#N/A;15026144777035992707;DUooU5lO8OsC;lfVxNBsAAAAJ
9;Wacana kartun dalam bahasa Indonesia;I Wijana, M Ramlan;Universitas Gadjah Mada;;28;1995;5661878377542796391;qjMakFHDy7sC;lfVxNBsAAAAJ
10;Wacana Khotbah Jumat di Surakarta: Suatu Kajian Linguistik Kultural;K Saddhono, IDP Wijana;Jurnal Pendidikan dan Kebudayaan;17 (4), 433-446;26;2011;13744927280739365987;_FxGoFyzp5QC;lfVxNBsAAAAJ
11;Kartun;I Wijana, D Putu;Yogyakarta: Ombak;;18;2004;4818078836119927537;VLnqNzywnoUC;lfVxNBsAAAAJ
12;Pemertahanan dan Pengembangan Bahasa Indonesia (Indonesian Language Maintenance And Development);DP Wijana;Widyaparwa;46 (1), 91-98;14;2018;10075481845531587243;HIFyuExEbWQC;lfVxNBsAAAAJ
13;Wacana dagadu, permainan bahasa, dan ilmu bahasa;IDP Wijana;text;;14;2003;12121558496948435501;Tyk-4Ss8FVUC;lfVxNBsAAAAJ
14;Linguistik, Sosiolinguistik, dan Pragmatik;I Wijana, D Putu;Makalah dalam Temu Ilmiah Bahasa dan Sastra di Balai Penelitian Bahasa …;;14;1997;16033248176184575371;IRz6iEL74y4C;lfVxNBsAAAAJ
15;Perubahan Fonologis Kata-kata Serapan dari Bahasa Arab dalam Bahasa Indonesia;S Hadi, SC Soeratno, M Ramlan, IDP Wijana;Gadjah Mada University;;13;2003;15540519994543700788;YsMSGLbcyi4C;lfVxNBsAAAAJ
16;Bahasa gaul remaja Indonesia;IDP Wijana;Aditya Media Pub.;;12;2010;5284768919790346483;zYLM7Y9cAGgC;lfVxNBsAAAAJ
17;Rohmadi. 2011;IDP Wijana, D Putu;Analisis Wacana Pragmatik: Kajian Teori dan Analisis;;12;#N/A;8838460842953049712;2VqYfGB8ITEC;lfVxNBsAAAAJ
18;Rohmadi.(2006);I Wijana, D Putu;Sosiolinguistik: Kajian Teori dan Analisis. Cet;;12;#N/A;249163059819330556;6ZxmRoH8BuwC;lfVxNBsAAAAJ
19;Bunga rampai persoalan linguistik, sosiolinguistik, dan pragmatik;IDP Wijana;A. com Press;;11;2014;7676456661907876771;0EnyYjriUFMC;lfVxNBsAAAAJ
20;The use of English in Indonesian adolescent's slang;IDPW Wijana;Humaniora;24 (3), 315-323;11;2012;3231699540767122536,2652563561892785362;IjCSPb-OGe4C;lfVxNBsAAAAJ
21;Bahasa, Kekuasaan, Dan Resistansinya: Studi Tentang Nama-Nama Badan Usaha Di Daerah Istimewa Yogyakarta;IDP Wijana, D Putu;Gadjah Mada University;;10;2014;13242521496234790958;roLk4NBRz8UC;lfVxNBsAAAAJ
22;Teori Kesantunan dan Humor;I Wijana, D Putu;Makalah pada Seminar Nasional Semantik III di Universitas Sebelas Maret;;10;2004;12626771160114706441;evX43VCCuoAC;lfVxNBsAAAAJ
23;Kata-kata kasar dalam bahasa Jawa;IDP Wijana;Jurnal Humaniora;20 (3), 249-256;9;2008;11075626591304621816;LkGwnXOMwfcC;lfVxNBsAAAAJ
24;Penolakan dalam Bahasa Inggris dan Bahasa Indonesia;FX Nadar, IDP Wijana, S Poedjosoedarmo, S Djawanai;Jurnal Humaniora;17 (2), 166-178;9;2005;17975839194127124355;ufrVoPGSRksC;lfVxNBsAAAAJ
25;Semantik;I Wijana, D Putu;Yogyakarta: Fakultas Sastra Universitas Gadjah Mada;;9;1999;16199264119597341793;mlAyqtXpCwEC;lfVxNBsAAAAJ
26;Implikatur Dalam Wacana Pokok;IDP Wijana;Jurnal Humaniora;13 (3), 215-220;8;2001;5839231342567044989;UebtZRa9Y70C;lfVxNBsAAAAJ
27;Makian dalam bahasa Jawa;SW SAPTONO;Universitas Gadjah Mada;;8;2001;60611462177978761;eQOLeE2rZwMC;lfVxNBsAAAAJ
28;Dasar-Dasar Pragmatik;WID Putu, D Wijana;Yogyakarta: Andi;;8;1996;14050344831228332516;dBIO0h50nwkC;lfVxNBsAAAAJ
29;The use of term of address in bahasa Indonesia;I Wijana, D Putu;Yogyakarta: Fakultas Sastra Universitas Gajah Mada;;8;1991;13101334261109681645;9c2xU6iGI7YC;lfVxNBsAAAAJ
30;Berkenalan dengan linguistik;IDP Wijana;Jurusan Sastra Indonesia, Fakultas Ilmu Budaya, Universitas Gadjah Mada;;7;2011;15324040384486184490;W7OEmFMy1HYC;lfVxNBsAAAAJ
31;Tindak tutur permintaan dalam bahasa Minagkabau;I Revita;Universitas Gadjah Mada;;6;2005;14021299629347358283;Y0pCki6q_DkC;lfVxNBsAAAAJ
32;Bahasa Indonesia dalam cerita humor;IDP Wijana, D Putu;Linguistik Indonesia;;6;1985;14263260817409680434;4vMrXwiscB8C;lfVxNBsAAAAJ
33;Metode linguistik: Identifikasi satuan-satuan lingual;IDP Wijana;A. com Press;;5;2016;599523346159383312;TIZ-Mc8IlK0C;lfVxNBsAAAAJ
34;Slang dalam situs 9gag. com: suatu kajian Sosiolinguistik;L Amrullah;Universitas Gadjah Mada;;5;2013;12813663925477619058;ZeXyd9-uunAC;lfVxNBsAAAAJ
35;Makian dalam Bahasa Indonesia: Studi tentang Bentuk dan Referensinya;IDP Wijana;Humaniora;16 (2004);5;2004;11791923946801330081;dhFuZR0502QC;lfVxNBsAAAAJ
36;Angka, bilangan, dan huruf dalam permainan bahasa;IDP Wijana;Jurnal Humaniora;12 (3), 271-277;5;2002;18164215893321779543;MXK_kJrjxJIC;lfVxNBsAAAAJ
37;Wacana dan Pragmatik;IDP Wijana, D Putu;Analisis Wacana: Dari Linguistik Sampai Dekonstruksi;66;5;2002;1933142779313774114;WF5omc3nYNoC;lfVxNBsAAAAJ
38;Semantik dan Pragmatik” dalam Seminar Nasional I Semantik sebagai Dasar Fundamental Pengkajian Bahasa, 26-27 Februari 1999”;I Wijana, D Putu;Surakarta: Program Pascasarjana UNS;;5;1999;16737249161888937805;OTTXONDVkokC;lfVxNBsAAAAJ
39;Pemanfaatan homonimi di dalam humor;IDP Wijana;Jurnal Humaniora;;5;1994;16767923847164055654;_kc_bZDykSQC;lfVxNBsAAAAJ
40;Variations of directive speech act in tembang dolanan;D Winarti, IDP Wijana, S Poedjosoedarmo, HS Ahimsa-Putra;Jurnal Humaniora;27 (3), 305-316;4;2015;6181557061144650283;NJ774b8OgUMC;lfVxNBsAAAAJ
41;STUDI DAN PEMANTAUAN KUALITAS AIR DI DAERAH ALIRAN SUNGA!(DAS) BADUNG;IMS Wijana, IGAKS Pancadewi, AR As-syakur;ECOTROPHIC: Jurnal Ilmu Lingkungan (Journal of Environmental Science);7 (1 …;4;2012;6999773345909249075;MLfJN-KU85MC;lfVxNBsAAAAJ
42;Struktur Genetik dan Filogeni Yellowfin Tuna (Thunnus albacares) berdasarkan Sekuen DNA Mitkondria control region sitokrom oksidase I pada diversitas zone biogeografi;IMS Wijana, IGN Mahardika;Udayana University;;4;2010;13977724292621436280;zLWjf1WUPmwC;lfVxNBsAAAAJ
43;Bahasa gaul remaja Indonesia dan berbagai persoalannya;IDP Wijana;text;;4;2010;1383074372547900829;Se3iqnhoufwC;lfVxNBsAAAAJ
44;BAHASA ALAY;SS ANDRIANI, IDP Wijana;Universitas Gadjah Mada;;3;2016;14973228395712957029,1537123361373269659,6994319581228440663;g3aElNc5_aQC;lfVxNBsAAAAJ
45;Pengembangan Modul Mata Kuliah Statistika Berbasis Spreadsheet Untuk Mahasiswa Jurusan Akuntansi Politeknik (Analisi Kurikulum dan Kebutuhan;IM Wijana, AAP Suardani;Jurnal Teknodik;19 (2), 173-182;3;2015;4004375272642744205;kh2fBNsKQNwC;lfVxNBsAAAAJ
46;Pemakaian Bahasa Dalam Karya Ilmiah Populer;IDP Wijana;JURNAL ARBITRER;1 (1), 19-36;3;2013;1542613237531909571;M3NEmzRMIkIC;lfVxNBsAAAAJ
47;Sistem Sapaan Bahasa Sunda;C Suminar;Universitas Gadjah Mada;;3;2013;5313593468002607303;4TOpqqG69KYC;lfVxNBsAAAAJ
