no;title;author;journal;number;cites;year;cid;pubid;id
1;Enam dimensi strategis administrasi publik: konsep, teori dan isu;YT Keban;Gava Media;;903;2004;18362607087458713024,224851007449128997;qjMakFHDy7sC;TWUYe5AAAAAJ
2;Enam dimensi strategis administrasi publik: konsep, teori dan isu;YT Keban;Gava Media;;874;2004;18362607087458713024;2osOgNQ5qMEC;TWUYe5AAAAAJ
3;T. 2004;Y Keban;Enam Dimensi Strategis Administrasi Publik, Konsep, Teori, dan Isu …;;88;#N/A;14814306972364462218;0EnyYjriUFMC;TWUYe5AAAAAJ
4;Indikator Kinerja Pemda: Pendekatan Manajemen dan Kebijakan;YT Keban;Yogyakarta: Fakultas Ilmu Sosial dan Politik UGM;;43;1995;11992723439016512389;W7OEmFMy1HYC;TWUYe5AAAAAJ
5;Studi niat bermigrasi di tiga kota: Determinan dan intervensi kebijakan;YT Keban;Prisma;;24;1994;12955416300327160491;UeHWp8X0CEIC;TWUYe5AAAAAJ
6;Good governance dan capacity building sebagai indikator utama dan fokus penilaian kinerja pemerintahan;YT Keban;dalam Jurnal Perencanaan Pembangunan, Jakarta. Lembaga Administrasi Negara;;20;2000;17877193657494841119;eQOLeE2rZwMC;TWUYe5AAAAAJ
7;T. 1995;Y Keban;Migrasi Internasional: Kecenderungan, Determinan, Dampak dan Kebijakan …;;16;1995;13562503521224715338;hqOjcs7Dif8C;TWUYe5AAAAAJ
8;Kerjasama antar Pemerintah Daerah dalam Era Otonomi: Isu Strategis, Bentuk dan Prinsip;YT Keban;Jurnal Ilmu Pemerintahan Indonesia. Jakarta;;15;2007;16041858379581317187;Tyk-4Ss8FVUC;TWUYe5AAAAAJ
9;Pokok-Pokok Pikiran Perbaikan Sistem Manajemen SDM PNS di Indonesia;YT Keban;Jurnal Kebijakan dan Administrasi Publik;8 (2);10;2004;8312920800581519549;IjCSPb-OGe4C;TWUYe5AAAAAJ
10;Mobilitas tenaga kerja Indonesia ke Malaysia: studi kasus Flores Timur, Lombok Tengah, dan Pulau Bawean;IB Mantra, YT Keban;Pusat Penelitian Kependudukan Universitas Gadjah Mada;;9;1999;9900701134498438340;zYLM7Y9cAGgC;TWUYe5AAAAAJ
11;International Migration, the Strategy for National Development and Globalisation;YT Keban;Labour Migration in Indonesia: Policies and Practices;;8;2000;13080987170172417357;YsMSGLbcyi4C;TWUYe5AAAAAJ
12;Etika Pelayanan Publik: Perg eseran Paradigma, Dilema  dan Implikasinya bagi Pelayan an Publik di Indonesia;YT Keban;Majalah Perencanaan Pembangunan;24;4;2001;16476357679762734117;roLk4NBRz8UC;TWUYe5AAAAAJ
13;Capacity Building sebagai Prakondisi dan Langkah Strategis bagi Perwujudan Otonomi Daerah di Indonesia;YT Keban;JKAP (Jurnal Kebijakan dan Administrasi Publik);3 (2), 67-79;3;2015;4530055605863404117;LkGwnXOMwfcC;TWUYe5AAAAAJ
14;A study of migration intentions: The case of migrants in three cities in Indonesia;YT Keban;Florida State University;;3;1993;13797619754070669449;d1gkVwhDpl0C;TWUYe5AAAAAJ
15;Walking the talk on social equity: A call for advancing the fourth pillar of public administration;AWE Mulyadi, B Kusumasari, YT Keban;Bisnis & Birokrasi Journal;25 (2);1;2018;11621668879428582467;5nxA0vEk-isC;TWUYe5AAAAAJ
16;RISK MANAGEMENT: A NEGLECTED VITAL INSTRUMENT IN PUBLIC ADMINISTRATION IN INDONESIA;YT Keban;Management Research and Practice;9 (4), 5-21;0;2017;#N/A;ufrVoPGSRksC;TWUYe5AAAAAJ
17;STUDI IMPLEMENTASI PERGUB DIY NO. 110 TH 2015 TENTANG PELAKSANAAN KEGIATAN IZIN PERTAMBANGAN RAKYAT;C NAWANG, TK Yeremias;Universitas Gadjah Mada;;0;2016;#N/A;u-x6o8ySG0sC;TWUYe5AAAAAJ
18;Kepemimpinan Tradisional Di Pemerintahan Daerah: Menuju Paternalisme Baru;T Keban, Yeremias;Jantra: Jurnal sejarah dan Budaya;10 (1), 2015;0;2015;#N/A;WF5omc3nYNoC;TWUYe5AAAAAJ
19;PERTUMBUHAN INDUSTRI ASURANSI JIWA DI INDONESIA: KAJIAN DARI SISI PEMBELI, PENJUAL, DAN KEBIJAKAN PEMERINTAH;F DJAELANI;Universitas Gadjah Mada;;0;2012;#N/A;_FxGoFyzp5QC;TWUYe5AAAAAJ
20;Reformasi Manajemen Sumber Daya Manusia: Dari Model Normatif ke Strategik;Y T Keban;Civil Service;4 (1);0;2010;#N/A;Se3iqnhoufwC;TWUYe5AAAAAJ
21;"Strategi Membangun ""Daya Saing"" Daerah Tertinggal";Y T Keban;Buletin Tata Ruang;;0;2009;#N/A;UebtZRa9Y70C;TWUYe5AAAAAJ
22;Determinan efektivitas organisasi Pemerintah Daerah:: Studi penelitian mengenai efektivitas Instansi-instansi pelaksana proyek pembangunan di Daerah Istimewa Yogyakarta;TK YEREMIAS, M Sofian Effendi;Universitas Gadjah Mada;;0;1985;#N/A;u5HHmVD_uO8C;TWUYe5AAAAAJ
23;20008. Enam Dimensi Strategis Administrasi Publik Konsep, Teori dan Isu;YT Keban;Yogyakarta: Gavamedia;;0;#N/A;#N/A;9yKSN-GCB0IC;TWUYe5AAAAAJ
