no;title;author;journal;number;cites;year;cid;pubid;id
1;Analisis laporan keuangan;MM Hanafi, A Halim;Edisi Revisi. Yogyakarta: UPP AMP YKPN;;1907;2003;7314912818729625024;u5HHmVD_uO8C;8aOw2bIAAAAJ
2;Manajemen keuangan;MM Hanafi;Yogyakarta: BPFE;;1214;2004;6565912780948057720,6336636224915048677;u-x6o8ySG0sC;8aOw2bIAAAAJ
3;Manajemen risiko;M Hanafi;Universitas Terbuka;1 (658.15), 1-40;245;2014;13342433998021234461;d1gkVwhDpl0C;8aOw2bIAAAAJ
4;Analisa Laporan Keuangan;MM Hanafi, A Halim;Yogyakarta: UPP YKPN;;199;2007;11522413722171677502;vDZJ-YLwNdEC;8aOw2bIAAAAJ
5;Analisis Laporan Keuangan;MH Mamduh, A Halim;YKPN, Yogyakarta;;196;2003;11708089039712202802;BJbdYPG6LGMC;8aOw2bIAAAAJ
6;Analisis Laporan Keuangan;A Halim, MM Hanafi;Edisi Empat. Jakarta: Unit Penerbit dan Percetakan Sekolah Tinggi Ilmu …;;133;2009;10371227933040423765;qjMakFHDy7sC;8aOw2bIAAAAJ
7;Manajemen;M Hanafi;Universitas Terbuka;2 (658), 1-66;124;2015;5938114052211286417;9yKSN-GCB0IC;8aOw2bIAAAAJ
8;Manajemen keuangan;MH Mamduh;Yogyakarta: BPFE;;86;2004;3362092202695037320;tH6gc1N1XXoC;8aOw2bIAAAAJ
9;Kepemilikan Manajerial, Kepemilikan Institusional, Risiko, Kebijakan Utang dan Kebijakan Dividen: Analisis Persamaan Simultan;F Ismiyanti, MM Hanafi;Simposium Nasional Akuntansi VI;260-277;77;2003;15693914716563464243;2osOgNQ5qMEC;8aOw2bIAAAAJ
10;M. 2004;M Hanafi;Manajemen Keuangan;2004-2005;70;2004;5727642859280242750;J-pR_7NvFogC;8aOw2bIAAAAJ
11;Analisis Laporan Keuangan, Edisi Keempat;MM Hanafi, A Halim;Yogyakarta: Sekolah Tinggi Ilmu Manajemen YKPN;;67;2009;12908507925454741499;Bg7qf7VwUHIC;8aOw2bIAAAAJ
12;Manajemen keuangan internasional;MM Hanafi;BPFE Yogyakarta;;65;2003;18222226272937096637;AHdEip9mkN0C;8aOw2bIAAAAJ
13;Analisis Laporan Keuangan (Edisi 4);MM Hanafi, A Halim;Yogyakarta: Unit Penerbit Dan Percetakan Sekolah Tinggi Ilmu;;46;2009;254750687339076237;5icHVeHT4IsC;8aOw2bIAAAAJ
14;Mamduh dan Abdul Halim. 2007;M Hanafi;Analisis Laporan Keuangan;;37;#N/A;10652948767034376788,11629225937202239654;wbdj-CoPYUoC;8aOw2bIAAAAJ
15;Dampak pengumuman laporan keuangan terhadap kegiatan perdagangan saham dan variabilitas tingkat keuntungan;S Husnan, MM Hanafi, A Wibowo;Kelola;5 (1996);33;1996;17856883893822989457;UeHWp8X0CEIC;8aOw2bIAAAAJ
16;Analisa Laporan Keuangan;MH Mamduh, A Halim;UPP MPP YKPN. Yogyakarta;;30;2003;14771648903214958511;WA5NYHcadZ8C;8aOw2bIAAAAJ
17;Mamduh. 2004;M Hanafi;Manajemen keuangan;;29;2004;15420090336595040813;GFxP56DSvIMC;8aOw2bIAAAAJ
18;& Halim, A.(2009);MM Hanafi;Analisis laporan keuangan. Edisi keempat. Yogyakarta: UPP STIM YKPN;;25;#N/A;18330643573368701312,9142578526569801184;tkaPQYYpVKoC;8aOw2bIAAAAJ
19;abdul Halim. 2005;MM Hanafi;Analisis Laporan Keuangan;;24;2015;14857000909221392730;XiVPGOgt02cC;8aOw2bIAAAAJ
20;Perilaku Harga Saham di Pasar Perdana;M Hanafi, S Husnan;Usahawan;;21;1991;16874603054383766041;_OXeSy2IsFwC;8aOw2bIAAAAJ
21;Dan Halim, Abdul. 2007;MM Hanafi;Analisis Laporan Keuangan;;21;#N/A;10896378333640484381;nVrZBo8bIpAC;8aOw2bIAAAAJ
22;Mamduh dan Halim;M Hanafi;Abdul, Analisis Laporan Keuangan, Edisi Ketiga, UPP STIM YKPN, Yogyakarta;;17;2007;6149814450761576154;PR6Y55bgFSsC;8aOw2bIAAAAJ
