no;title;author;journal;number;cites;year;cid;pubid;id
1;Metode riset untuk bisnis dan ekonomi;M Kuncoro;Jakarta: Erlangga;52;4912;2003;7925656784730912288;dBIO0h50nwkC;Afz8-kMAAAAJ
2;Metode riset untuk bisnis dan ekonomi;M Kuncoro;Jakarta: Erlangga;52;4912;2003;7925656784730912288;Ug5p-4gJ2f0C;Afz8-kMAAAAJ
3;Metode riset untuk bisnis dan ekonomi;M Kuncoro;Jakarta: Erlangga;52;4912;2003;7925656784730912288;lmc2jWPfTJgC;Afz8-kMAAAAJ
4;Metode riset untuk bisnis dan ekonomi;M Kuncoro;Jakarta: Erlangga;52;4912;2003;7925656784730912288;KUbvn5osdkgC;Afz8-kMAAAAJ
5;Metode riset untuk bisnis dan ekonomi;M Kuncoro;Jakarta: Erlangga;52;4912;2003;7925656784730912288;t7zJ5fGR-2UC;Afz8-kMAAAAJ
6;Metode kuantitatif: Teori dan aplikasi untuk bisnis dan ekonomi;M Kuncoro;Yogyakarta: UPP AMP YKPN;;1624;2001;4510500350225563006,160480666572077467;0KyAp5RtaNEC;Afz8-kMAAAAJ
7;Metode kuantitatif: Teori dan aplikasi untuk bisnis dan ekonomi;M Kuncoro;Yogyakarta: UPP AMP YKPN;;1211;2001;4510500350225563006;WZBGuue-350C;Afz8-kMAAAAJ
8;Otonomi & pembangunan daerah;M Kuncoro;Erlangga;;1139;2004;14054844490591623212,12451072575420517896;kzcrU_BdoSEC;Afz8-kMAAAAJ
9;Ekonomi Pembangunan: Teori, Masalah, dan Kebijakan;M Kuncoro;Unit Penerbit Dan Percetakan PN;;952;1997;12352896153668948822;IUKN3-7HHlwC;Afz8-kMAAAAJ
10;Ekonomi Pembangunan: Teori, Masalah, dan Kebijakan;M Kuncoro;Unit Penerbit Dan Percetakan PN;;952;1997;12352896153668948822;BwyfMAYsbu0C;Afz8-kMAAAAJ
11;Suhardjono. 2002;M Kuncoro;Manajemen Perbankan Teori dan Aplikasi;1;564;2000;8005550115546387816;qjMakFHDy7sC;Afz8-kMAAAAJ
12;Metode kuantitatif;M Kuncoro;Yogyakarta: AMP YKPN;;427;2001;160480666572077467;ILKRHgRFtOwC;Afz8-kMAAAAJ
13;Strategi Bagaimana Meraih Keunggulan Kompetitif;M Kuncoro;Jakarta: Erlangga;;389;2006;12200672222546176429;zYLM7Y9cAGgC;Afz8-kMAAAAJ
14;Analisis spasial dan regional: studi aglomerasi & kluster industri Indonesia;M Kuncoro;UPP AMP YKPN;;318;2002;11510472073716466646,4614150552623171652;OTTXONDVkokC;Afz8-kMAAAAJ
15;Metode riset untuk bisnis dan ekonomi;K Mudrajad;Jakarta: Erlangga;;297;2003;9260149669957689147;LO7wyVUgiFcC;Afz8-kMAAAAJ
16;Ekonomika Industri Indonesia, Menuju Negara Industri Baru 2030?;M Kuncoro;Penerbit Andi;;232;2007;3471777002600770597;uLbwQdceFCQC;Afz8-kMAAAAJ
17;Manajemen perbankan: Teori dan aplikasi;M Kuncoro;Suhardjono, BPFE Yogyakarta;;219;2002;17457291779892480248;Tyk-4Ss8FVUC;Afz8-kMAAAAJ
18;Ekonomi Pembangunan;M Kuncoro;UPP AMP YKPN. Yogyakarta;;219;1997;8449093615531715559;q3CdL3IzO_QC;Afz8-kMAAAAJ
19;Masalah, Kebijakan, dan Politik, Ekonomika Pembangunan Edisi ke-5;M Kuncoro;Jakarta. Penerbit Erlangga;;187;2010;5617460686597142836;b1wdh0AR-JQC;Afz8-kMAAAAJ
20;Perencanaan daerah: bagaimana membangun ekonomi lokal, kota, dan kawasan?;M Kuncoro;Salemba Empat;;141;2012;17605794895249913908;evX43VCCuoAC;Afz8-kMAAAAJ
21;Mudah Memahami dan Menganalisis: Indikator Ekonomi;M Kuncoro;UPP STIM YKPN;;123;2013;2655197143162470843;JQOojiI6XY0C;Afz8-kMAAAAJ
22;Manajemen perbankan teori dan aplikasi;MK Suhardjono;Penerbit BPFE. Jakarta;;120;2002;2948267105202525719;HtS1dXgVpQUC;Afz8-kMAAAAJ
23;Manajemen perbankan teori dan aplikasi;MK Suhardjono;Penerbit BPFE. Jakarta;;120;2002;2948267105202525719;k8Z6L05lTy4C;Afz8-kMAAAAJ
24;Manajemen perbankan teori dan aplikasi;MK Suhardjono;Penerbit BPFE. Jakarta;;120;2002;2948267105202525719;_Re3VWB3Y0AC;Afz8-kMAAAAJ
25;Dasar-dasar Ekonomika Pembangunan;M Kuncoro;Yogyakarta: UPP STIM YKPN;;114;2010;17341822304621932489;-_dYPAW6P2MC;Afz8-kMAAAAJ
26;Suhardjono. 2011;M Kuncoro;Manajemen perbankan teori dan aplikasi;;113;#N/A;6957943852458280363;olpn-zPbct0C;Afz8-kMAAAAJ
27;Mahir Menulis;M Kuncoro;Jakarta: Erlangga;;111;2009;16942082486983582377;LI9QrySNdTsC;Afz8-kMAAAAJ
28;Mahir Menulis;M Kuncoro;Jakarta: Erlangga;;111;2009;16942082486983582377;7T2F9Uy0os0C;Afz8-kMAAAAJ
29;Mahir Menulis;M Kuncoro;Jakarta: Erlangga;;111;2009;16942082486983582377;NJ774b8OgUMC;Afz8-kMAAAAJ
30;Evaluasi Penetapan Kawasan Andalan: Studi Empiris di Kalimantan Selatan 1993-1999;HM Aswandi, M Kuncoro;Journal of Indonesian Economy and Business;17 (1);105;2002;7544438081848538898;W7OEmFMy1HYC;Afz8-kMAAAAJ
31;Manajemen Keuangan Internasional;M Kuncoro;Edisi pertama. Yogyakarta: BPFE UGM;;97;1996;1880212914373379253;IjCSPb-OGe4C;Afz8-kMAAAAJ
32;Ekonomika indonesia: Dinamika lingkungan bisnis di tengah krisis global;M Kuncoro;UPP STIM YKPN;;78;2009;6717398350359985307;tYavs44e6CUC;Afz8-kMAAAAJ
33;Metode Kuantitatif: Teori dan Aplikasi untuk Bisnis & Ekonomi;M Kuncoro;Yogyakarta: Upp Stim Ykpn;;77;2011;7918350355677474048;qE4H1tSSYIIC;Afz8-kMAAAAJ
34;Ekonomi Pembangunan: Teori, Masalah dan Kebijakan;K Mudrajad;Yogyakarta: UPP AMP YKPN;;73;1997;4731850154900437037;Fu2w8maKXqMC;Afz8-kMAAAAJ
35;Desentralisasi Fiskal di Indonesia: Dilema Otonomi dan Ketergantungan;M Kuncoro;Prisma;24 (4);69;1995;12232776702887572259;artPoR2Yc-kC;Afz8-kMAAAAJ
36;Manajemen Keuangan Internasional: pengantar ekonomi dan bisnis global;M Kuncoro;PBFE UGM, Yogyakarta;;67;1996;9793585539671770269;T_ojBgVMvoEC;Afz8-kMAAAAJ
37;"Otonomi dan Pembangunan Daerah; Reformasi, Perencanaan, Strategi, dan Peluang";K Mudrajad;Jakarta: Erlangga;;62;2004;3327254413534919284;XvxMoLDsR5gC;Afz8-kMAAAAJ
38;Usaha Kecil di Indonesia: Profil, Masalah dan Strategi Pemberdayaan;M Kuncoro;Sumber;7, 6.8;61;2000;14940821132396965577;_FxGoFyzp5QC;Afz8-kMAAAAJ
39;Suhardjono.(2011);K Mudrajad;Manajemen Perbankan Teori dan Aplikasi;;59;#N/A;4315323051301518826;tKAzc9rXhukC;Afz8-kMAAAAJ
40;Otonomi Daerah: Menuju Era Baru Pembangunan Daerah. Edisi-3;M Kuncoro;Erlangga;3, 488;53;2014;12451072575420517896;UHK10RUVsp4C;Afz8-kMAAAAJ
41;Survey of Recent Development;M Kuncoro;Bulletin of Indonesian Economic Studies;;51;2009;8496788933100483069;LhH-TYMQEocC;Afz8-kMAAAAJ
42;Metode Kuantitatif: Teori dan Aplikasi Untuk Bisnis dan Ekonomi;K Mudrajat;UPP AMP YKPN, Yogyakarta;;51;2001;1301749949545797647;W5xh706n7nkC;Afz8-kMAAAAJ
43;Ekonomi Pembangunan (Teori, Masalah, Dan kebijakan), edisi Ke empat;M Kuncoro;UPP STIM YKPN: Yogyakarta;;50;2006;497230741697800616;NxmKEeNBbOMC;Afz8-kMAAAAJ
44;Metode Riset untuk ekonomi dan bisnis;M Kuncoro;Erlangga. Jakarta;;43;2003;3225183800596967785;uWiczbcajpAC;Afz8-kMAAAAJ
