no;title;author;journal;number;cites;year;cid;pubid;id
1;Dynamic source routing in ad hoc wireless networks;DB Johnson, DA Maltz;Mobile computing;153-181;11551;1996;1,55E+19;dBzKUGQurMsC;cVyOKywAAAAJ
2;Mobility support in IPv6;D Johnson, C Perkins, J Arkko;;;7574;2004;9,19E+18;DIubQTN3OvUC;cVyOKywAAAAJ
3;A performance comparison of multi-hop wireless ad hoc network routing protocols;J Broch, DA Maltz, DB Johnson, YC Hu, J Jetcheva;Proceedings of the;4th annual ACM/IEEE international conference on Mobile …;6725;1998;1,24E+19;wgKq3sYidysC;cVyOKywAAAAJ
4;Optimal link state routing protocol (OLSR);T Clausen;RFC;3626;6182;2003;1,10E+19;8_tS2Vw13FcC;cVyOKywAAAAJ
5;Optimized link state routing protocol (OLSR);T Clausen, P Jacquet;;;6182;2003;1,10E+19;5F1dSjz1ScoC;cVyOKywAAAAJ
6;Ariadne: A secure on-demand routing protocol for ad hoc networks;YC Hu, A Perrig, DB Johnson;Wireless networks;11 (1-2), 21-38;3083;2005;1,31E+18;D03iK_w7-QYC;cVyOKywAAAAJ
7;DSR: The dynamic source routing protocol for multi-hop wireless ad hoc networks;DB Johnson, DA Maltz, J Broch;Ad hoc networking;5, 139-172;2594;2001;1,06E+19;yCjxvIMm6_oC;cVyOKywAAAAJ
8;Internet of things for smart cities;A Zanella, N Bui, A Castellani, L Vangelista, M Zorzi;IEEE Internet of Things journal;1 (1), 22-32;2555;2014;5,90E+18;CYCckWUYoCcC;cVyOKywAAAAJ
9;The Dynamic Source Routing Protocol for Mobile Ad Hoc Networking (DSR);DB Johnson;Internet-Draft, draft-ietf-manet-dsr-;-09. txt;2451;2003;1,54E+19;NaGl4SEjCO4C;cVyOKywAAAAJ
10;The dynamic source routing protocol for mobile ad hoc networks (DSR);DB Johnson;draft-ietf-manetdsr-;-09. txt;2449;2003;1,54E+19;gYnLYBw1zZMC;cVyOKywAAAAJ
11;Packet leashes: a defense against wormhole attacks in wireless networks;YC Hu, A Perrig, DB Johnson;INFOCOM;2003. Twenty-Second Annual Joint Conference of the IEEE Computer and …;2255;2003;1,82E+19;NXb4pA-qfm4C;cVyOKywAAAAJ
12;Optimized link state routing protocol for ad hoc networks;P Jacquet, P Muhlethaler, T Clausen, A Laouiti, A Qayyum, L Viennot;Multi Topic Conference;2001. IEEE INMIC 2001. Technology for the 21st …;2179;2001;6,04E+18;1tZ8xJnm2c8C;cVyOKywAAAAJ
13;A survey of rollback-recovery protocols in message-passing systems;EN Elnozahy, L Alvisi, YM Wang, DB Johnson;ACM Computing Surveys (CSUR);34 (3), 375-408;2130;2002;1,16E+19;e0LTWoPxLYMC;cVyOKywAAAAJ
14;SEAD: Secure efficient distance vector routing for mobile wireless ad hoc networks;YC Hu, DB Johnson, A Perrig;Ad hoc networks;1 (1), 175-192;1867;2003;1,29E+19;w-fwKiQwpQAC;cVyOKywAAAAJ
15;he dynamic source routing protocol (DSR) for moliad hocife works for IPy4;D Johnson;RFC;4728;1818;2007;1,21E+19;2hlgnPHlchoC;cVyOKywAAAAJ
16;The dynamic source routing protocol (DSR) for mobile ad hoc networks for IPv4;D Johnson, Y Hu, D Maltz;;;1818;2007;1,21E+19;R6EwkKsDylYC;cVyOKywAAAAJ
17;Mobility support in IPv6;C Perkins, D Johnson, J Arkko;;;1505;2011;1,56E+19;PD-wXv1Sh1EC;cVyOKywAAAAJ
18;Routing in ad hoc networks of mobile hosts;DB Johnson;Mobile Computing Systems and Applications;1994. Proceedings., Workshop on …;1118;1994;6,57E+17;TQgYirikUcIC;cVyOKywAAAAJ
19;Rushing attacks and defense in wireless ad hoc network routing protocols;YC Hu, A Perrig, DB Johnson;Proceedings of the;2nd ACM workshop on Wireless security, 30-40;904;2003;8,19E+18;as0KMg8qHbkC;cVyOKywAAAAJ
20;Route optimization for mobile IP;CE Perkins, DB Johnson;Cluster Computing;1 (2), 161-176;806;1998;1,70E+19;pxLfhFzThFYC;cVyOKywAAAAJ
21;RI-MAC: a receiver-initiated asynchronous duty cycle MAC protocol for dynamic traffic loads in wireless sensor networks;Y Sun, O Gurewitz, DB Johnson;Proceedings of the;6th ACM conference on Embedded network sensor systems, 1-14;803;2008;7,77E+17;TFP_iSt0sucC;cVyOKywAAAAJ
22;Wormhole attacks in wireless networks;YC Hu, A Perrig, DB Johnson;IEEE journal on selected areas in communications;24 (2), 370-380;781;2006;7,04E+18;iyewoVqAXLQC;cVyOKywAAAAJ
23;Cache in the air: exploiting content caching and delivery techniques for 5G systems;X Wang, M Chen, T Taleb, A Ksentini, V Leung;IEEE Communications Magazine;52 (2), 131-139;687;2014;1,48E+19;2mikiJ1VBVsC;cVyOKywAAAAJ
