no;title;author;journal;number;cites;year;cid;pubid;id
1;Diversity in gut bacterial community of school-age children in Asia;J Nakayama, K Watanabe, J Jiang, K Matsuda, SH Chao, P Haryono, ...;Scientific reports;5, 8397;123;2015;8906619862782530315;YsMSGLbcyi4C;0WyihnoAAAAJ
2;Selective isolation and characterisation of members of the Streptomyces violaceusniger clade associated with the roots of Paraserianthes falcataria;L Sembiring, AC Ward, M Goodfellow;Antonie van Leeuwenhoek;78 (3-4), 353-366;86;2000;158959999150909093;g3aElNc5_aQC;0WyihnoAAAAJ
3;Lactic acid bacteria in fermented foods of Indonesian origin;ES Rahayu;Agritech;23 (2), 75-84;57;2003;17670890941793667063;9yKSN-GCB0IC;0WyihnoAAAAJ
4;Bahan pangan hasil fermentasi;ES Rahayu, R Indrati, T Utami, E Harmayani, MN Cahyanto;Pusat Antar Universitas Pangan dan Gizi, Gama Yogyakarta;;35;1993;3341282902947052662;Y0pCki6q_DkC;0WyihnoAAAAJ
5;Isolasi dan seleksi lactobacillus yang berpotensi sebagai agensia probiotik= Isolation and selection of lactobacillus potentials for...;SN Purwandhani, ES Rahayu;Agritech;23 (2003);31;2003;17983867943354645649;IjCSPb-OGe4C;0WyihnoAAAAJ
6;Proses-proses Mikrobiologi Pangan;KR Kuswanto, S Sudarmadji;PAU Pangan dan Gizi, Universitas Gadjah Mada, Yogyakarta;;31;1988;2170686728612592886;hkOj_22Ku90C;0WyihnoAAAAJ
7;MPC1001, a new antitumor antibiotic produced by Cladorrhinum sp.;N Tsumagari, R Nakai, H Onodera, A Hasegawa, ES Rahayu, K Ando, ...;The Journal of antibiotics;57 (8), 532-534;30;2004;5096998759631681379;W7OEmFMy1HYC;0WyihnoAAAAJ
8;The mycoflora of food commodities from;JI Pitt, SAD AIL, BF HOCKING, MISC LE, RK KAPTI, S ENDANG, ...;Journal of Food mycology;1 (1), 41-60;30;1998;11186443682492912899;qjMakFHDy7sC;0WyihnoAAAAJ
9;Karakterisasi bakteri asam laktat proteolitik pada bekasam;PR Wikandari, Y Marsono, ES Rahayu;Jurnal Natur Indonesia;14 (02), 120-125;28;2012;7960280142075907276;KlAtU1dfN6UC;0WyihnoAAAAJ
10;Bakteri asam laktat: isolasi dan identifikasi;ES Rahayu, S Margino;Materi Workshop, diselenggarakan oleh PAU Pangan Gizi. Universitas Gadjah …;;27;1997;2507058303032356611;zYLM7Y9cAGgC;0WyihnoAAAAJ
11;Karakteristik yogurt dengan inokulum Lactobacillus yang diisolasi dari makanan fermentasi tradisional;TF Djaafar, ES Rahayu;Agros;8 (1), 73-80;26;2006;2810225959246259424;roLk4NBRz8UC;0WyihnoAAAAJ
12;YCM1008A, a Novel Ca2+-Signaling Inhibitor, Produced by Fusarium sp. YCM1008;F Koizumi, N Fukumitsu, J Zhao, R Chanklan, T Miyakawa, S Kawahara, ...;The Journal of antibiotics;60 (7), 455;25;2007;674453954321619966;Tyk-4Ss8FVUC;0WyihnoAAAAJ
13;Conformational significance of EH21A1–A4, phenolic derivatives of geldanamycin, for Hsp90 inhibitory activity;H Onodera, M Kaneko, Y Takahashi, Y Uochi, J Funahashi, T Nakashima, ...;Bioorganic & medicinal chemistry letters;18 (5), 1588-1591;23;2008;11824276157243986892;2osOgNQ5qMEC;0WyihnoAAAAJ
14;Mikrobiologi Pangan;KR Kuswanto, S Sudarmadji;Pusat Antar Universitas, Universitas Gajah Mada. Yogyakarta;;22;1989;8922430031096093814;dQ2og3OwTAUC;0WyihnoAAAAJ
