no;title;author;journal;number;cites;year;cid;pubid;id
1;Standar akuntansi keuangan;IA Indonesia;Jakarta: Salemba Empat;;5136;2009;11587319152120189267;Zh0EY9V9P6UC;6eDyhRgAAAAJ
2;Analisis dan Desain (Sistem Informasi Pendekatan Terstruktur Teori dan Praktek Aplikasi Bisnis);HM Jogiyanto;Penerbit Andi;;3297;2017;13876095413024029808,2035483273857250065;u-x6o8ySG0sC;6eDyhRgAAAAJ
3;Analisis dan Desain (Sistem Informasi Pendekatan Terstruktur Teori dan Praktek Aplikasi Bisnis);HM Jogiyanto;Penerbit Andi;;3297;2017;13876095413024029808,2035483273857250065;u5HHmVD_uO8C;6eDyhRgAAAAJ
4;Teori portofolio dan analisis investasi;J Hartono;Yogyakarta: BPFE;;1661;2008;1559826619323098681;rO6llkc54NcC;6eDyhRgAAAAJ
5;Teori portofolio dan analisis investasi;HM Jogiyanto;Yogyakarta: Bpfe;;1134;2003;10958143725613797034;d1gkVwhDpl0C;6eDyhRgAAAAJ
6;Structural equation modeling;GD Garson;G. David Garson and Statistical Publishing Associates;;990;2014;2131770080259764830;g8uWPOAv7ggC;6eDyhRgAAAAJ
7;Metodologi Penelitian Bisnis;J Hartono;BPFE UGM;;670;2006;7527197856899467990,973723956886696694;KbBQZpvPDL4C;6eDyhRgAAAAJ
8;What's my line? A comparison of industry classification schemes for capital market research;S Bhojraj, CMC Lee, DK Oler;Journal of Accounting Research;41 (5), 745-774;570;2003;970091648625927375;-yGd096yOn8C;6eDyhRgAAAAJ
9;Sistem teknologi informasi;HM Jogiyanto;Andi. Yogyakarta;;487;2005;8382893969491478605,7235112293390524619;CNPyR2KL9-0C;6eDyhRgAAAAJ
10;Analisis dan Desain Sistem Informasi: pendekatan terstruktur teori dan praktek aplikasi bisnis;J Hartono;Yogyakarta: Andi;;477;2005;10128802784941844905;-FonjvnnhkoC;6eDyhRgAAAAJ
11;Metodologi Penelitian Bisnis: Salah Kaprah dan Pengalaman-pengalaman;J Hartono;BPFE UGM, Yogyakarta;;456;2005;7527197856899467990;HeT0ZceujKMC;6eDyhRgAAAAJ
12;Sistem informasi keperilakuan;HM Jogiyanto;Yogyakarta: Andi Offset;;367;2007;9384391059319766362;D03iK_w7-QYC;6eDyhRgAAAAJ
13;Pendekatan Terstruktur Teori Dan Praktek Aplikasi Bisnis;J Hartono, ADDS Informasi;Yogyakarta: Andi;;347;2005;2411759564242686122;NtCmTCuxid4C;6eDyhRgAAAAJ
14;Metodologi Penelitian Bisnis: salah kaprah dan pengalaman-pengalaman;HM Jogiyanto;Yogyakarta: BPFE;;300;2004;12758790313753279166;6ZzL7HXColQC;6eDyhRgAAAAJ
15;Pengenalan komputer;HM Jogiyanto;Andi Offset, Yogyakarta;;275;1999;16431052910941729213;Ej9njvOgR2oC;6eDyhRgAAAAJ
16;Metodologi penelitian sistem informasi;HM Jogiyanto;Yogyakarta: Penerbit Andi;;248;2008;15479710233108625362;UeHWp8X0CEIC;6eDyhRgAAAAJ
17;Partial Least Square (PLS): alternatif structural equation modeling (SEM) dalam penelitian bisnis;W Abdillah, J Hartono;Yogyakarta: Penerbit Andi;;222;2015;16892218655992510063;unp9ATQDT5gC;6eDyhRgAAAAJ
18;Analisis dan desain sistem informasi;J Hartono;Yogyakarta: Andi Offset;;213;2005;5203282633742260895;zA6iFVUQeVQC;6eDyhRgAAAAJ
19;Pengenalan komputer;J Hartono;Andi Offset, Yogyakarta;;201;1999;4615187541465825732;u_35RYKgDlwC;6eDyhRgAAAAJ
20;Manajemen Operasi (Edisi 3);E Herjanto;Grasindo;;170;2007;183519368031030015,6124010405354870886;uVUOdF_882EC;6eDyhRgAAAAJ
21;Metodologi Penelitian Bisnis;HM Jogiyanto;Yogyakarta: BPFE–UGM;;168;2004;9839791527260902418;WzTVkKNmPSkC;6eDyhRgAAAAJ
22;Pengaruh kepemilikan managerial, kepemilikan institusional, kebijakan hutang, profitabilitas dan ukuran perusahaan terhadap kebijakan dividen;SC Dewi;Jurnal Bisnis dan Akuntansi;10 (1), 47-58;167;2008;9842046839551501977;iyewoVqAXLQC;6eDyhRgAAAAJ
