no;title;author;journal;number;cites;year;cid;pubid;id
1;Improved speed, specificity, and limit of determination of an aqueous acid extraction thiobarbituric acid-C18 method for measuring lipid peroxidation in beef;S Raharjo, JN Sofos, GR Schmidt;Journal of Agricultural and Food Chemistry;40 (11), 2182-2185;221;1992;9457658612890646818;u5HHmVD_uO8C;6rf9Kk8AAAAJ
2;Methodology for measuring malonaldehyde as a product of lipid peroxidation in muscle tissues: A review;S Raharjo, JN Sofos;Meat Science;35 (2), 145-169;198;1993;8566707077760503356;u-x6o8ySG0sC;6rf9Kk8AAAAJ
3;Solid‐phase acid extraction improves thiobarbituric acid method to determine lipid oxidation;S Raharjo, JN Sofos, GR Schmidt;Journal of Food Science;58 (4), 921-924;92;1993;11412235154655971664;d1gkVwhDpl0C;6rf9Kk8AAAAJ
4;Kerusakan Oksidatif pada Makanan;S Raharjo;UGM PRESS;;80;2018;3108165184028238752;9yKSN-GCB0IC;6rf9Kk8AAAAJ
5;Antioxidant activity of brown algae Sargassum species extracts from the coastline of java island;SA Budhiyanti, S Raharjo, DW Marseno, IYB Lelana;American Journal of Agricultural and Biological Science;;47;2012;8046516171015080050;zYLM7Y9cAGgC;6rf9Kk8AAAAJ
6;Quality characteristics of restructured beef steaks manufactured by various techniques;S Raharjo, DR Dexter, RC Worfel, JN Sofos, MB Solomon, GW Shults, ...;Journal of Food Science;60 (1), 68-71;47;1995;11169358692163373409;2osOgNQ5qMEC;6rf9Kk8AAAAJ
7;Formulation and stability of water-in-virgin coconut oil microemulsion using ternary food grade nonionic surfactants.;A Rukmini, S Raharjo, P Hastuti, S Supriyadi;International Food Research Journal;19 (1);38;2012;9903211378296871723;qjMakFHDy7sC;6rf9Kk8AAAAJ
8;Free radical scavenging, metal chelating and singlet oxygen quenching activity of fractionated brown seaweed Sargassum hystrix extract;SA Budhiyanti, S Raharjo, DW Marseno, IYB Lelana;Journal of Biological Sciences;11 (4), 288-298;29;2011;10288364744385638672;UeHWp8X0CEIC;6rf9Kk8AAAAJ
9;Restructuring veal steaks with salt/phosphate and sodium alginate/calcium lactate;S Raharjo, DR Dexter, RC Worfel, JN Sofos, MB Solomon, GW Shults, ...;Journal of food science;59 (3), 471-473;25;1994;6617652082372165715;IjCSPb-OGe4C;6rf9Kk8AAAAJ
10;Pattern of peroxide value changes in virgin coconut oil (VCO) due to photo-oxidation sensitized by chlorophyll;A Rukmini, S Raharjo;Journal of the American Oil Chemists' Society;87 (12), 1407-1412;21;2010;15380017970384049412;YsMSGLbcyi4C;6rf9Kk8AAAAJ
11;Aktivitas antioksidan dan kadar senyawa fenolik pada kunir putih (Curcuma mangga val.) Segar dan setelah blanching;D Pujimulyani, S Raharjo, Y Marsono, U Santoso;Agritech;30 (2);21;2010;2795829931866673301;hkOj_22Ku90C;6rf9Kk8AAAAJ
12;Tranggono. 2005;LN Lestario, P Hastuti, S Raharjo;Sifat antioksidatif ekstrak buah duwet;24-3;21;#N/A;4995126552241665983,4416789915509658860;mvPsJ3kp5DgC;6rf9Kk8AAAAJ
13;Immunomodulatory activity of Bengkoang (Pachyrhizus erosus) fiber extract in vitro and in vivo;ID Kumalasari, K Nishi, E Harmayani, S Raharjo, T Sugahara;Cytotechnology;66 (1), 75-85;18;2014;421285967372829948;Y0pCki6q_DkC;6rf9Kk8AAAAJ
14;The effects of blanching treatment on the radical scavenging activity of white saffron (Curcuma mangga Val.);D Pujimulyani, S Raharjo, Y Marsono, U Santoso;International Food Research Journal;17, 615-621;18;2010;1235080941897941483;_FxGoFyzp5QC;6rf9Kk8AAAAJ
15;RDBMS dengan PostgreSQL di GNU/Linux;E Utami, S Raharjo;Penerbit Andi;;18;2006;12084831551336539912;HIFyuExEbWQC;6rf9Kk8AAAAJ
16;Evaluation of immunostimulatory effect of the arrowroot (Maranta arundinacea. L) in vitro and in vivo;ID Kumalasari, E Harmayani, LA Lestari, S Raharjo, W Asmara, K Nishi, ...;Cytotechnology;64 (2), 131-137;17;2012;5451844494611948534;Se3iqnhoufwC;6rf9Kk8AAAAJ
17;Tranggono. 2002;D Makfoeld, DW Marseno, P Hastuti, S Anggrahini, S Raharjo, ...;Kamus Istilah Pangan dan Gizi. Kanisius. Yogyakarta;;17;#N/A;2746268113230641574;OBSaB-F7qqsC;6rf9Kk8AAAAJ
18;Technologies for the production of restructured meat: a review;S Raharjo;Indonesian Food and Nutrition Progress;3 (1), 39-53;15;1996;6394638782231494841;Tyk-4Ss8FVUC;6rf9Kk8AAAAJ
19;Antiradical Activity of Andaliman (Zanthoxylumachanthopodium DC) Fruit Extract;E Suryanto, H Sastrohamidjojo, S Raharjo;Indonesian Food and Nutrition Progress;11 (1), 15-19;14;2004;15621614585470950013;L8Ckcad2t8MC;6rf9Kk8AAAAJ
20;Stabilitas Ekstrak Antosianin Beras Ketan (Oryza sativa var. glutinosa) Hitam Selama Proses Pemanasan dan Penyimpanan;N Suhartatik, M Karyantina, A Mustofa, MN Cahyanto, S Raharjo, ...;Agritech;33 (4), 384-390;13;2013;423245167643101210;IWHjjKOFINEC;6rf9Kk8AAAAJ
21;AKTIVITAS ANTIOKSIDAN ANTOSIANIN BERAS KETAN HITAM SELAMA FERMENTASI [Antioxidant Activity of Anthocyanin of Black Glutinous Rice During Fermentation];N Suhartatik, MN Cahyanto, S Raharjo, ES Rahayu;Jurnal Teknologi dan Industri Pangan;24 (1), 115;13;2013;2292490692432825051;8k81kl-MbHgC;6rf9Kk8AAAAJ
22;The effect of blanching on antioxidant activity and glycosides of white saffron (Curcuma mangga Val.);D Pujimulyani, S Raharjo, Y Marsono, U Santoso;;;12;2012;14457866926921091742;WF5omc3nYNoC;6rf9Kk8AAAAJ
23;Klasterisasi, klasifikasi dan peringkasan teks berbahasa indonesia;S Raharjo, E Winarko;Prosiding KOMMIT;;11;2014;10729383724554122065;sNmaIFBj_lkC;6rf9Kk8AAAAJ
24;Evaluasi daya hambat tablet effervescent Teh Hijau pada oksidasi asam linoleat;D Rohdiana, S Raharjo, M Gardjito;Majalah Farmasi Indonesia;16 (2), 76-80;10;2005;6906139754682444581;0EnyYjriUFMC;6rf9Kk8AAAAJ
25;Characterization and chemical stability evaluation of β-carotene microemulsions prepared by spontaneous emulsification method using VCO and palm oil as oil phase.;S Ariviani, S Anggrahini, S Naruki, S Raharjo;International Food Research Journal;22 (6);9;2015;9487409363873497435;rO6llkc54NcC;6rf9Kk8AAAAJ
26;Effect of bengkoang (Pachyrhizus erosus) fiber extract on murine macrophage-like J774. 1 cells and mouse peritoneal macrophages;ID Kumalasari, K Nishi, E Harmayani, S Raharjo, T Sugahara;Journal of Functional Foods;5 (2), 582-589;9;2013;8284621384814705185;UebtZRa9Y70C;6rf9Kk8AAAAJ
27;Pengaruh Blanching Terhadap Aktivitas Antioksidan, Kadar Fenol, Flavonoid, dan Tanin Terkondensasi Kunir Putih (Curcuma mangga Val.);D Pujimulyani, S Raharjo, Y Marsono, U Santoso;Agritech;30 (3);9;2010;11316220240564939618;kzcrU_BdoSEC;6rf9Kk8AAAAJ
28;Salts;JN Sofos, S Raharjo;Marcel Dekker, Inc., New York, NY(USA).;413-430;9;1994;6378445503910829549;W7OEmFMy1HYC;6rf9Kk8AAAAJ
29;The effect of size reduction and preparation duration on the antioxidant activity of white saffron (Curcuma mangga Val.);D Pujimulyani, S Raharjo, Y Marsono, U Santoso;Journal of Food and Pharmaceutical Sciences;1 (1);8;2012;8463786244739491645;MXK_kJrjxJIC;6rf9Kk8AAAAJ
30;Singlet Oxygen Quenching Effect of Andaliman (Zanthoxylum acanthopodium DC.) Extracts in Light-Induced Lipid Oxidation;E Suryanto, H Sastrohamidjojo, S Raharjo, T Tranggono;Indonesian Food and Nutrition Progress;11 (2), 48-55;8;2004;16690332748073881543;ZeXyd9-uunAC;6rf9Kk8AAAAJ
31;Cemaran aflatoksin pada produksi jagung di daerah Jawa Timur;ES Rahayu, S Raharjo, AA Rahmianna;Agritech;23 (4), 174-183;8;2003;4427558474179283344;Zph67rFs4hoC;6rf9Kk8AAAAJ
32;Produk oksidasi lemak salah satu penyebab penyakit jantung koroner;S Raharjo;Agritech;15 (1995);8;1995;12079921282240135431;LkGwnXOMwfcC;6rf9Kk8AAAAJ
33;Influence of meat restructuring systems on lipid oxidation in beef;S Raharjo, JN Sofos, JA Maga, GR Schmidt;Lebensmittel-Wissenschaft+ Technologie= Food science+ technology;;8;1989;14961138354709171775;roLk4NBRz8UC;6rf9Kk8AAAAJ
34;Formulasi Mikroemulsi Minyak dalam Air (O/W) yang Stabil Menggunakan Kombinasi Tiga Surfaktan Non Ionik dengan Nilai Hlb Rendah, Tinggi dan Sedang;S Yuwanti, S Raharjo, P Hastuti, S Supriyadi;Agritech;31 (1);7;2011;3201838501680041366;dQ2og3OwTAUC;6rf9Kk8AAAAJ
35;Tranggono, dan Sastrohamidjojo, H. 2004. Antiradical Activity of Andaliman (Zantoxylum achantopodium, DC) Fruit Extract;E Suryanto, S Raharjo;International Conference of Functional and Health foods: Market, Technology …;;7;#N/A;2943184599679475043;eQOLeE2rZwMC;6rf9Kk8AAAAJ
36;Aktivitas penstabilan senyawa oksigen reaktif dari beberapa herbal;E Suryanto, F Wehantou, S Raharjo;Jurnal obat bahan alam;7 (1), 62-68;6;2008;10213320230460760575;_kc_bZDykSQC;6rf9Kk8AAAAJ
37;Detoxification of aflatoxin B1 by extracellular enzymes of Aspergillus oryzae KKB4;S Sardjono, ES Rahayu, S Raharjo, K Rahayu;Indonesian Food and Nutrition Progress;11 (1), 30-34;6;2004;5218541817305163111;YOwf2qJgpHMC;6rf9Kk8AAAAJ
38;Identifikasi Bahaya Kontaminasi Staphylococcus aureus dan Titik Kendali Kritis Pada Pengolahan Produk Daging Ayam dalam Usaha Jasa Boga;E Harmayani, E Santoso, T Utami, S Raharjo;Agritech;16 (1996);6;1996;11391908863776596975;dTyEYWd-f8wC;6rf9Kk8AAAAJ
39;Curing agents;JN Sofos, S Raharjo;Food Additive Toxicology;235-268;6;1995;2587772989314470731;ufrVoPGSRksC;6rf9Kk8AAAAJ
