no;title;author;journal;number;cites;year;cid;pubid;id
1;Psikologi pendidikan;S Suryabrata;PT Rajagrafindo;;3381;2005;15471750345651601696;d1gkVwhDpl0C;2HMVun4AAAAJ
2;Psikologi kepribadian;S Suryabrata;Rajawali Pers;;995;1983;4536770112806746854;9yKSN-GCB0IC;2HMVun4AAAAJ
3;Pengembangan alat ukur psikologis;S Suryabrata;Yogyakarta: Penerbit Andi;;581;2000;12961057656306067612;2osOgNQ5qMEC;2HMVun4AAAAJ
4;Metodelogi penelitian;S Suryabrata;Jakarta: Raja Grafindo Persada;;452;1998;12822437531037308591,2136776332603383054;u-x6o8ySG0sC;2HMVun4AAAAJ
5;Proses Belajar Mengajar di Perguruan Tinggi;S Suryabrata;Yogyakarta: Andi Ofset;;119;1983;11751409250357780208;UeHWp8X0CEIC;2HMVun4AAAAJ
6;Pengembangan tes hasil belajar;S Suryabrata;Jakarta: Rajawali;;101;1987;18044887836228606444;IjCSPb-OGe4C;2HMVun4AAAAJ
7;Metode Pene-litian;S Suryabrata;Jakarta: PT. Raja Grafindo Persada;;26;2003;4571170187634052963;_Qo2XoVZTnwC;2HMVun4AAAAJ
8;Perkembangan individu;S Suryabrata;Rajawali, Jakarta;;21;1982;2908988564200428881;zYLM7Y9cAGgC;2HMVun4AAAAJ
9;Pengukuran dalam psikologi kepribadian;S Suryabrata;Yayasan Penerbitan Fakultas Psikologi UGM;;16;1979;14168582824226160952;Tyk-4Ss8FVUC;2HMVun4AAAAJ
10;Orientasi nilai orang Jawa, serta ciri-ciri kepribadiannya;D Adisubroto;Universitas Gadjah Mada;;9;1987;15670704230770764760;9ZlFYXVOiuMC;2HMVun4AAAAJ
11;Hubungan antara persepsi mengenai sikap orang tua dengan harga diri para siswa:: Sekolah Menengah Umum Tingkat Atas (SMA) di Propinsi Jawa Tengah;B Walgito, S Suryabrata;Text;;5;1991;7026141883732187776;aqlVkmm33-oC;2HMVun4AAAAJ
12;Hubungan antara konsep diri dan religiusitas dengan kepuasan pernikahan;D Hamdun;Universitas Gadjah Mada;;4;2004;11201748252760163265;7PzlFSSx8tAC;2HMVun4AAAAJ
13;Gaya pengambilan keputusan ditinjau dari tipe kepribadian;H Kuntadi;Universitas Gadjah Mada;;4;2004;11338986197256371164;hqOjcs7Dif8C;2HMVun4AAAAJ
14;Hubungan antara efikasi-diri dan religiusitas dengan kemampuan penyesuaian diri mahasiswa;M AHKAM A;Universitas Gadjah Mada;;3;2004;556416090029244477;Y0pCki6q_DkC;2HMVun4AAAAJ
15;Pengujian Signifikansi Hipotesis Nol dalam penelitian Psikologis;S Suryabrata;Buletin Psikologi;8 (2);3;2000;4086928554967381792;W7OEmFMy1HYC;2HMVun4AAAAJ
16;Studi kebiasaan soal Ebtanas SMU tahun 1996/1997;R Pakpahan;Universitas Gadjah Mada;;2;1998;13127178482557398377;kNdYIx-mwKoC;2HMVun4AAAAJ
17;Metodelogi Penelitiandan Praktek;S Suryabrata;Jakarta: Rineka Cipta;;1;2002;7373265830809113822;e5wmG9Sq2KIC;2HMVun4AAAAJ
18;Studi mengenai profil inteligensi mahasiswa UGM berdasarkan TIKI-T;A DJUNAIDI;Universitas Gadjah Mada;;1;1997;7148232777503490129;hFOr9nPyWt4C;2HMVun4AAAAJ
